Code,Description,OrgCode,Parent,Stage,MonitoringCode
15578,Other Schemes,DONER,15569.0,3,801.0
15579,Employee related,DONER,15572.0,3,2101.0
15580,Scheme related,DONER,15572.0,3,2101.0
15581,Other Stakeholders',DONER,15572.0,3,2101.0
15583,Corruption/Vigilance related,MMSME,15565.0,2,399.0
15584,Schemes,MMSME,15565.0,2,801.0
15585,Policy Matter,MMSME,15565.0,2,1799.0
15586,Loan/ Subsidy and Delayed Payment Related,MMSME,15565.0,2,703.0
15587,Others/ Suggestions,MMSME,15565.0,2,2101.0
15588,Ministry Main,MMSME,15583.0,3,399.0
15589,Office of the DC MSME,MMSME,15583.0,3,399.0
15590,NSIC,MMSME,15583.0,3,399.0
15591,KVIC,MMSME,15583.0,3,399.0
15592,Coir Board,MMSME,15583.0,3,399.0
15593,MGIRI,MMSME,15583.0,3,399.0
15594,Nimsme,MMSME,15583.0,3,399.0
15595,Ministry Main,MMSME,15566.0,3,102.0
15596,Office of the DC MSME,MMSME,15566.0,3,102.0
15597,NSIC,MMSME,15566.0,3,102.0
15598,KVIC,MMSME,15566.0,3,102.0
15599,Coir Board,MMSME,15566.0,3,102.0
15600,MGIRI,MMSME,15566.0,3,102.0
15601,Nimsme,MMSME,15566.0,3,102.0
15602,Office of the DC MSME,MMSME,15586.0,3,703.0
15603,KVIC,MMSME,15586.0,3,703.0
15604,Coir Board,MMSME,15586.0,3,703.0
15605,Office of the DC MSME,MMSME,15585.0,3,1799.0
15606,KVIC,MMSME,15585.0,3,1799.0
15607,Coir Board,MMSME,15585.0,3,1799.0
15608,SME Division,MMSME,15585.0,3,1799.0
15609,AFI Division,MMSME,15585.0,3,1799.0
15610,Ministry Main,MMSME,15587.0,3,2101.0
15611,Office of the DC MSME,MMSME,15587.0,3,2101.0
15612,NSIC,MMSME,15587.0,3,2101.0
15613,KVIC,MMSME,15587.0,3,2101.0
15614,Coir Board,MMSME,15587.0,3,2101.0
15615,MGIRI,MMSME,15587.0,3,2101.0
15616,Nimsme,MMSME,15587.0,3,2101.0
15622,SC/ ST Hub,MMSME,15584.0,3,801.0
15623,IC Scheme,MMSME,15584.0,3,801.0
15624,ATI Scheme,MMSME,15584.0,3,801.0
15625,"Information, Education and Communication",MMSME,15584.0,3,801.0
15626,Khadi Gramodyog Vikas Yojana,MMSME,15584.0,3,801.0
15627,SFURTI,MMSME,15584.0,3,801.0
15628,Coir Vikas Yojana,MMSME,15584.0,3,801.0
15629,Solar Charkha,MMSME,15584.0,3,801.0
15630,ASPIRE,MMSME,15584.0,3,801.0
15631,PMEGP,MMSME,15584.0,3,801.0
15632,Cluster Development Programme,MMSME,15584.0,3,801.0
15633,Tool Rooms and Technology Institution,MMSME,15584.0,3,801.0
15634,Promotion of MSME in NER and Sikkim,MMSME,15584.0,3,801.0
15635,TCSP,MMSME,15584.0,3,801.0
15636,Establishment of New Technology Centre,MMSME,15584.0,3,801.0
15637,SENET (Software Related),MMSME,15584.0,3,801.0
15638,DC (MSME) Library,MMSME,15584.0,3,801.0
15639,National Award,MMSME,15584.0,3,801.0
15640,National Board for MSME,MMSME,15584.0,3,801.0
15641,ESDP,MMSME,15584.0,3,801.0
15642,MSME Development Institute Establishment and Infrastructure support to MSME DIs,MMSME,15584.0,3,801.0
15643,"Infrastructure support to MSME Tcs, Testing Centre and Testing Station",MMSME,15584.0,3,801.0
15644,CLCSS,MMSME,15584.0,3,801.0
15645,Intrest Subvention Scheme for Incremental Credit to MSMEs and GECL,MMSME,15584.0,3,801.0
15646,Distressed Assets Funds,MMSME,15584.0,3,801.0
15647,Dc (MSME) Officers Training Programme,MMSME,15584.0,3,801.0
15648,MSME Champions,MMSME,15584.0,3,801.0
15649,RAMP,MMSME,15584.0,3,801.0
15650,SS and PR,MMSME,15584.0,3,801.0
15651,Ministry of DoNER,DONER,15570.0,3,1799.0
15652,NEC,DONER,15570.0,3,1799.0
15653,CPSEs,DONER,15570.0,3,1799.0
15654,Directorate General of Foreign Trade,DOCOM,14630.0,3,1703.0
15655,Directorate General of Commercial Intelligence and Statistics,DOCOM,14630.0,3,1703.0
15656,Directorate General of Trade Remedies,DOCOM,14630.0,3,1703.0
15657,Government e Marketplace,DOCOM,14630.0,3,1703.0
15658,NEHHDC,DONER,15571.0,3,1799.0
15659,NERAMAC,DONER,15571.0,3,1799.0
15660,Tea Board,DOCOM,14630.0,3,1703.0
15661,Coffee Board,DOCOM,14630.0,3,1703.0
15662,Rubber Board,DOCOM,14630.0,3,1703.0
15663,Tobacco Board,DOCOM,14630.0,3,1703.0
15664,Spices Board,DOCOM,14630.0,3,1703.0
15665,Visakhapatnam Special Economic Zone,DOCOM,14630.0,3,1703.0
15666,Cochin Special Economic Zone,DOCOM,14630.0,3,1703.0
15667,Noida Special Economic Zone,DOCOM,14630.0,3,1703.0
15668,Falta Special Economic Zone,DOCOM,14630.0,3,1703.0
15669,Agricultural and Processed Food Products Export Development Authority,DOCOM,14630.0,3,1703.0
15670,Marine Products Export Development Authority,DOCOM,14630.0,3,1703.0
15671,Indian Institute of Foreign Trade,DOCOM,14630.0,3,1703.0
15672,Indian Institute of Packaging,DOCOM,14630.0,3,1703.0
15673,Export Inspection Council of India,DOCOM,14630.0,3,1703.0
15674,The State Trading Corporation of India Limited,DOCOM,14630.0,3,1703.0
15675,MMTC Limited,DOCOM,14630.0,3,1703.0
15676,PEC Limited,DOCOM,14630.0,3,1703.0
15677,Export Credit Guarantee Corporation of India,DOCOM,14630.0,3,1703.0
15678,India Trade Promotion Organisation,DOCOM,14630.0,3,1703.0
15679,Department of Empowerment of Persons with Disabilities,DODAF,,1,
15680,Policy and Act related Matter,DODAF,15679.0,2,499.0
15681,"The Rehabilitation Council of India Act, 1992,",DODAF,15680.0,3,1099.0
15682,Others,DOCOM,14630.0,3,1703.0
15683,Other Special Economic Zone,DOCOM,14630.0,3,1703.0
15684,Kandla Special Economic Zone,DOCOM,14630.0,3,1703.0
15685,MEPZ Special Economic Zone,DOCOM,14630.0,3,1703.0
15686,SEEPZ Special Economic Zone,DOCOM,14630.0,3,1703.0
15687,Agriculture,DOCOM,14632.0,4,1704.0
15688,Engineering,DOCOM,14632.0,4,1704.0
15689,Electronics and Computer Software,DOCOM,14632.0,4,1704.0
15690,Chemical and Allied Products,DOCOM,14632.0,4,1704.0
15691,Pharmaceuticals,DOCOM,14632.0,4,1704.0
15692,Marine Products,DOCOM,14632.0,4,1704.0
15693,Leather and Sports Goods,DOCOM,14632.0,4,1704.0
15694,Overseas Projects and Services,DOCOM,14632.0,4,1704.0
15695,Services,DOCOM,14632.0,4,1704.0
15696,Mineral and Ores,DOCOM,14632.0,4,1704.0
15697,Textiles,DOCOM,14632.0,4,1704.0
15698,Tea,DOCOM,14632.0,4,1704.0
15699,Coffee,DOCOM,14632.0,4,1704.0
15700,Rubber,DOCOM,14632.0,4,1704.0
15701,Spices,DOCOM,14632.0,4,1704.0
15702,Tobacco,DOCOM,14632.0,4,1704.0
15703,Gems and Jewellery,DOCOM,14632.0,4,1704.0
15704,Other Products,DOCOM,14632.0,4,1704.0
15705,Africa,DOCOM,14633.0,4,1704.0
15706,North American Free Trade Agreement,DOCOM,14633.0,4,1704.0
15707,Latin America,DOCOM,14633.0,4,1704.0
15708,Europe,DOCOM,14633.0,4,1704.0
15709,Commonwealth of Independent States (CIS),DOCOM,14633.0,4,1704.0
15710,West Asia and  North America,DOCOM,14633.0,4,1704.0
15711,ASEAN,DOCOM,14633.0,4,1704.0
15712,North East Asia,DOCOM,14633.0,4,1704.0
15713,Oceania,DOCOM,14633.0,4,1704.0
15714,South Asia,DOCOM,14633.0,4,1704.0
15715,State Trading,DOCOM,14633.0,4,1704.0
15716,ESCAP(Economic and Social Commission for Asia and Pacific),DOCOM,14633.0,4,1704.0
15717,Other territory,DOCOM,14633.0,4,1704.0
15718,International Trade Policy,DOCOM,14634.0,4,1704.0
15719,Rules of Origin,DOCOM,14634.0,4,1704.0
15720,Animal Welfare Issues,DOCOM,14634.0,4,1704.0
15721,Other International Trade Policies,DOCOM,14634.0,4,1704.0
15722,Information Technology Act 2000/Cyber Security,MINIT,15481.0,2,1799.0
15723,Select Projects on Cyber forensics and Expert for Digital Forensics,MINIT,15722.0,3,1799.0
15724,Encryption Policy and Cryptanalysis,MINIT,15722.0,3,1799.0
15725,Export and Market Development Assistance,DOCOM,14635.0,4,1704.0
15726,Infrastructure,DOCOM,14635.0,4,1704.0
15727,Trade Finance,DOCOM,14635.0,4,1704.0
15728,Mobile App/weblinks,MINIT,15722.0,3,1799.0
15729,Payment related frauds,MINIT,15728.0,4,1799.0
15730,App based loan frauds,MINIT,15728.0,4,1799.0
15731,Appointment related,DOCOM,14804.0,4,1703.0
15732,Transfer related,DOCOM,14804.0,4,1703.0
15733,Posting related,DOCOM,14804.0,4,1703.0
15734,Other service related matters,DOCOM,14804.0,4,1703.0
15735,Social Media related issues,MINIT,15722.0,3,1799.0
15736,Suspension/ Blocking of Accounts,MINIT,15722.0,3,1799.0
15737,National integrity violations,MINIT,15722.0,3,1799.0
15738,Pornography/Child Pornography,MINIT,15722.0,3,1799.0
15739,Ministry of Power,MPOWR,,1,
15742,Women and Child abusing matters,MINIT,15722.0,3,1799.0
15743,"Cyber Security Awareness Project for Central Government, Ministries/ Departments",MINIT,15722.0,3,1799.0
15746,Coordination with NCIIPC,MINIT,15722.0,3,1799.0
15747,Digital Services (CSC/MyGov/NeGD/NIC),MINIT,15481.0,2,1799.0
15748,CSC 2.0,MINIT,22366.0,4,1799.0
15749,Banking,MINIT,22366.0,4,1799.0
15750,IT (Technical),MINIT,22366.0,4,1799.0
15751,PMGDISHA,MINIT,22366.0,4,1799.0
15752,Aadahr UCL,MINIT,22366.0,4,1799.0
15753,Tour and Travel,MINIT,22366.0,4,1799.0
15754,Health,MINIT,22366.0,4,1799.0
15755,DIGI PAY,MINIT,22366.0,4,1799.0
15756,G2C Service,MINIT,22366.0,4,1799.0
15757,TEC Registration,MINIT,22366.0,4,1799.0
15758,MyGov,MINIT,15747.0,3,1799.0
15759,MyGov Technical Team,MINIT,15758.0,4,1799.0
15760,MyGov Partnership Team,MINIT,15758.0,4,1799.0
15761,MyGov Content Team,MINIT,15758.0,4,1799.0
15762,MyGov Accounts/Administration,MINIT,15758.0,4,1799.0
15763,DigiLocker,MINIT,22373.0,4,1799.0
15764,UMANG,MINIT,22373.0,4,1799.0
15765,Mobile Apps/ Appstore,MINIT,22373.0,4,1799.0
15766,Digital India Theme,MINIT,22373.0,4,1799.0
15767,Human Resource/Admin,MINIT,22373.0,4,1799.0
15768,Capacity Building,MINIT,22373.0,4,1799.0
15769,Awareness and Communications,MINIT,22373.0,4,1799.0
15770,Project Management and Project Appraisal,MINIT,22373.0,4,1799.0
15771,RTI Website,MINIT,15747.0,3,1799.0
15772,CPGRAMS,MINIT,15747.0,3,1799.0
15773,CPGRAM Website,MINIT,15772.0,4,1799.0
15774,Password Reset,MINIT,15772.0,4,1799.0
15775,eMail and SMS Service,MINIT,15747.0,3,1799.0
15776,eTranport and Road,MINIT,15747.0,3,1799.0
15777,eCourt MMP related,MINIT,15747.0,3,1799.0
15778,eHospital and ORS,MINIT,15747.0,3,1799.0
15779,License,MINIT,15776.0,4,1799.0
15780,Challan,MINIT,15776.0,4,1799.0
15781,Application Status,MINIT,15776.0,4,1799.0
15782,Digital Transactions/UPI Transactions,MINIT,15481.0,2,1799.0
15783,Projects/Schemes/Policies,MINIT,15481.0,2,1799.0
15784,Internet Governance/IP/DNS,MINIT,15481.0,2,1799.0
15785,Start-Ups Support Initiatives,MINIT,15481.0,2,1799.0
15786,"Personal Data Protection Bill, 2019",MINIT,15481.0,2,1799.0
15787,Payment related frauds,MINIT,15782.0,3,1799.0
15788,Digidhan Mission,MINIT,15782.0,3,1799.0
15789,App based loan frauds,MINIT,15782.0,3,1799.0
15790,Delayed Payment to MSME,MMSME,15586.0,3,703.0
15791,"Projects, Policies under R and D IT",MINIT,15783.0,3,1799.0
15792,"Promotion of R and D in areas of Free and Opens source Software, Digital India projects including e-Basta Portal, Indo-US projects and Big Data initiative",MINIT,15791.0,4,1799.0
15793,Department of Chemicals and Petrochemicals,DOCPC,,1,
15794,Chemical Related,DOCPC,15793.0,2,1799.0
15795,Petrochemical Related,DOCPC,15793.0,2,1799.0
15796,Public Sector Undertakings (PSUs) related,DOCPC,15793.0,2,1799.0
15797,Autonomous Bodies (ABs) related,DOCPC,15793.0,2,1799.0
15798,Bhopal Gas Tragedy related,DOCPC,15793.0,2,1799.0
15799,Adminstration related matters pertaining to Department of Chemicals and Petrochemicals,DOCPC,15793.0,2,1799.0
15800,Miscellaneous,DOCPC,15793.0,2,1799.0
15801,Scheme/Policy Related,DOCPC,15794.0,3,1799.0
15802,Others,DOCPC,15794.0,3,1799.0
15803,Review of allocated R and D projects through PRSGs and Coordination,MINIT,15791.0,4,1799.0
15804,Scheme/Policy Related,DOCPC,15795.0,3,1799.0
15805,Others,DOCPC,15795.0,3,1799.0
15806,HIL(India) Limited,DOCPC,15796.0,3,1799.0
15807,Hindustan Organic Chemicals Limited,DOCPC,15796.0,3,1799.0
15808,Hindustan Fluorocarbons Limited,DOCPC,15796.0,3,1799.0
15809,Institutes of Pesticides Formulation Technology,DOCPC,15797.0,3,1799.0
15810,Central Institute of Petrochemicals Engineering and Technology,DOCPC,15797.0,3,1799.0
15811,Rehabilition Matters/Issues,DOCPC,15798.0,3,1799.0
15812,Welfare Matters,DOCPC,15798.0,3,1799.0
15813,Compensation,DOCPC,15798.0,3,1799.0
15814,Others,DOCPC,15798.0,3,1799.0
15815,Employee related,DOCPC,15799.0,3,1799.0
15816,COVID Related,DOCPC,15799.0,3,1799.0
15817,Data related,DOCPC,15800.0,3,1799.0
15818,Suggestions/ Advise,DOCPC,15800.0,3,1799.0
15819,Any other,DOCPC,15800.0,3,1799.0
15820,Evolving new R and D projects and generation of technical reports in emerging technologies,MINIT,15791.0,4,1799.0
15821,Maintenance of database of R and D projects in respect of ITEA Division,MINIT,15791.0,4,1799.0
15822,"Projects/Policies under R and D, Convergence, Communications and Broadband Technologies (CCBT)",MINIT,15783.0,3,1799.0
15823,Projects related to CC and BT,MINIT,15822.0,4,1799.0
15824,5G Related Matters,MINIT,15822.0,4,1799.0
15825,CC and BT Plan/ Policies,MINIT,15822.0,4,1799.0
15826,"Assigned matters related to DOT (Digital Communication Commission, WPC, CDoT etc)",MINIT,15822.0,4,1799.0
15827,Projects/Policies under Emerging Technology,MINIT,15783.0,3,1799.0
15828,National Scholarship Portal,MINIT,15783.0,3,1799.0
15829,Projects/Policies under HRD,MINIT,15783.0,3,1799.0
15830,Projects/Centre of Excellence,MINIT,15827.0,4,1799.0
15831,Strategy Paper/Policies,MINIT,15827.0,4,1799.0
15832,Adoption of Emerging Technologies Use Cases,MINIT,15827.0,4,1799.0
15833,Scholarship,MINIT,15828.0,4,1799.0
15834,Bilingual Website,MINIT,15828.0,4,1799.0
15835,Skill Development in Electronics Hardware,MINIT,15829.0,4,1799.0
15836,Re-visioning Curriculum and Course Contents,MINIT,15829.0,4,1799.0
15837,PMGDISHA Skill Development Initiatives,MINIT,15829.0,4,1799.0
15838,Portal on Skill Development,MINIT,15829.0,4,1799.0
15839,National Skill Qualification Framework,MINIT,15829.0,4,1799.0
15840,"CoEs on AI, IoT, Gaming, VFX, Blockchain, AR/VR etc and National AI Portal",MINIT,15830.0,5,1799.0
15841,"Policy matters related to Emerging Technologies, Data Governance Framework and National Program on Artificial Intelligence",MINIT,15831.0,5,1799.0
15842,Formulation of new projects/strategy papers/activities in the area of Emerging Technologies,MINIT,15832.0,5,1799.0
15843,Roll out of Emerging Technologies based solutions for use cases of various Agencies/Departments and States,MINIT,15832.0,5,1799.0
15844,Internet Protocol Addressing (IP Addressing),MINIT,15784.0,3,1799.0
15845,Domain Name System (DNS),MINIT,15784.0,3,1799.0
15846,Routing,MINIT,15784.0,3,1799.0
15847,Technical Innovations,MINIT,15784.0,3,1799.0
15848,Standardisation,MINIT,15784.0,3,1799.0
15849,Security,MINIT,15784.0,3,1799.0
15850,Public Policy,MINIT,15784.0,3,1799.0
15851,Privacy,MINIT,15784.0,3,1799.0
15852,Legal Issues,MINIT,15784.0,3,1799.0
15853,Cyber Norms,MINIT,15784.0,3,1799.0
15854,Intellectual Property,MINIT,15784.0,3,1799.0
15855,"Administration and Policy issues related to IPv4, IPv6 and AS numbers allocated through IRINN",MINIT,15844.0,4,1799.0
15856,"DNS Security, DNS Abuse Policies of .IN ccTLD and Policy matters related to .IN domain name",MINIT,15845.0,4,1799.0
15857,Allocation and guidelines of .GOV.IN domain name,MINIT,15846.0,4,1799.0
15858,Internet Governance projects,MINIT,15848.0,4,1799.0
15859,Access and WHOIS database accuracy for .IN domains,MINIT,15849.0,4,1799.0
15860,Administrative matter related to NIXI,MINIT,15850.0,4,1799.0
15861,Issues of Universal Acceptance i.e. Internationalised domain names and Email Address Internationalisation,MINIT,15851.0,4,1799.0
15862,Intellectual property issue related to .IN domain names,MINIT,15854.0,4,1799.0
15863,TIDE 2.0 Scheme,MINIT,15785.0,3,1799.0
15864,MeitY Startup Hub (MSH),MINIT,15785.0,3,1799.0
15865,CoE-IP,MINIT,15785.0,3,1799.0
15866,SIPEIT Scheme,MINIT,15785.0,3,1799.0
15867,Startups Support Initiatives,MINIT,15864.0,4,1799.0
15868,Startups Incubation Support,MINIT,15864.0,4,1799.0
15869,Intellectual Property Right (IPR) centric Programme/Scheme,MINIT,15864.0,4,1799.0
15870,PDP/Non PDP,MINIT,15786.0,3,1799.0
15871,Electronics Manufacturing/ Semi Conductor Policies,MINIT,15481.0,2,1799.0
15872,"Official Language Act, 1963/Official Language Rules, 1976",MINIT,15481.0,2,1799.0
15873,National Language Translation Mission and BHASHINI,MINIT,15481.0,2,1799.0
15874,IT/ITeS,MINIT,15481.0,2,1799.0
15875,Personal Identity Documents Related,MINIT,15481.0,2,1799.0
15876,OTHERS,MINIT,15481.0,2,1799.0
15877,NIC State Projects,MINIT,15481.0,2,1799.0
15878,Standards PMU,MINIT,15871.0,3,1799.0
15879,ESDM PMU,MINIT,15871.0,3,1799.0
15880,Semiconductor PMU,MINIT,15871.0,3,1799.0
15881,Bureau of Indian Standards,MINIT,15871.0,3,1799.0
15882,CHIMS,MINIT,15871.0,3,1799.0
15883,SPECS,MINIT,15871.0,3,1799.0
15884,MSIPS Scheme,MINIT,15871.0,3,1799.0
15885,Semiconductor Policy framework,MINIT,15871.0,3,1799.0
15886,Electronics Development Fund,MINIT,15871.0,3,1799.0
15887,MSIPS PMU,MINIT,15871.0,3,1799.0
15888,PLI Scheme,MINIT,15871.0,3,1799.0
15889,"Implementation of Electronics and Information Technology Goods( Requirement of Compulsory Registration) Order, 2021",MINIT,15878.0,4,1799.0
15890,Policy matters,MINIT,15878.0,4,1799.0
15891,Portal related issues,MINIT,15882.0,4,1799.0
15892,PLI Large Scale Electronics Manufacturing,MINIT,15888.0,4,1799.0
15893,Section 3(3),MINIT,15872.0,3,1799.0
15894,Rule No. 5,MINIT,15872.0,3,1799.0
15895,Rule No. 10 (4),MINIT,15872.0,3,1799.0
15896,Rule 11,MINIT,15872.0,3,1799.0
15897,Implementation Agencies for Language Technologies,MINIT,15873.0,3,1799.0
15898,Grant-in-aid to Participating Institutions,MINIT,15873.0,3,1799.0
15899,Accuracies and system/application for Language Technologies,MINIT,15873.0,3,1799.0
15900,Engineering Unit activities for Bhashini Platform,MINIT,15873.0,3,1799.0
15901,Benchmark systems for Language Technologies,MINIT,15873.0,3,1799.0
15902,Start-up engagement for Language Tech,MINIT,15873.0,3,1799.0
15903,Challenge rounds on Language Tech,MINIT,15873.0,3,1799.0
15904,IT/ ITeS and Software Product Promotion,MINIT,15874.0,3,1799.0
15905,Web,MINIT,15874.0,3,1799.0
15906,Mobile App and Platform Development,MINIT,15874.0,3,1799.0
15907,IT/Software Industry related issues,MINIT,15874.0,3,1799.0
15908,Implementation of National Policy on Software Product,MINIT,15874.0,3,1799.0
15909,Life Certificate,MINIT,15875.0,3,1799.0
15910,Jeevan Pramaan,MINIT,15875.0,3,1799.0
15911,Aadhaar,MINIT,15875.0,3,1799.0
15912,Aarogya Setu Related,MINIT,15876.0,3,1799.0
15913,PMO Related,MINIT,15876.0,3,1799.0
15914,DRD Informatics,MINIT,15876.0,3,1799.0
15915,Consumer Affairs Related,MINIT,15876.0,3,1799.0
15916,Other,MINIT,15876.0,3,1799.0
15917,Department of Land Resources,DOLDR,,1,
15920,SIO - Andaman And Nicobar,MINIT,15877.0,3,1799.0
15921,SIO-Andhra Pradesh,MINIT,15877.0,3,1799.0
15922,SIO-Arunachal Pradesh,MINIT,15877.0,3,1799.0
15923,SIO-Assam,MINIT,15877.0,3,1799.0
15924,SIO-Bihar,MINIT,15877.0,3,1799.0
15925,SIO-Chandigarh,MINIT,15877.0,3,1799.0
15926,SIO-Chhattisgarh,MINIT,15877.0,3,1799.0
15927,SIO-Goa,MINIT,15877.0,3,1799.0
15928,SIO-Gujarat,MINIT,15877.0,3,1799.0
15929,SIO-Haryana,MINIT,15877.0,3,1799.0
15930,SIO-Himachal Pradesh,MINIT,15877.0,3,1799.0
15931,SIO-Jammu And Kashmir,MINIT,15877.0,3,1799.0
15932,SIO-Jharkhand,MINIT,15877.0,3,1799.0
15933,SIO-Karnataka,MINIT,15877.0,3,1799.0
15934,SIO-Kerala,MINIT,15877.0,3,1799.0
15935,SIO-Ladakh,MINIT,15877.0,3,1799.0
15936,SIO-Lakshadweep,MINIT,15877.0,3,1799.0
15937,SIO-Madhya Pradesh,MINIT,15877.0,3,1799.0
15938,SIO-Maharashtra,MINIT,15877.0,3,1799.0
15939,SIO-Manipur,MINIT,15877.0,3,1799.0
15940,SIO-Meghalaya,MINIT,15877.0,3,1799.0
15941,SIO-Mizoram,MINIT,15877.0,3,1799.0
15942,SIO-Nagaland,MINIT,15877.0,3,1799.0
15943,SIO-Odisha,MINIT,15877.0,3,1799.0
15944,SIO-Puducherry,MINIT,15877.0,3,1799.0
15945,SIO-Punjab,MINIT,15877.0,3,1799.0
15946,SIO-Rajasthan,MINIT,15877.0,3,1799.0
15947,SIO-Sikkim,MINIT,15877.0,3,1799.0
15948,SIO-Tamil Nadu,MINIT,15877.0,3,1799.0
15949,SIO-Telangana,MINIT,15877.0,3,1799.0
15950,SIO-Tripura,MINIT,15877.0,3,1799.0
15951,SIO-Uttarakhand,MINIT,15877.0,3,1799.0
15952,SIO-Uttar Pradesh,MINIT,15877.0,3,1799.0
15953,SIO-West Bengal,MINIT,15877.0,3,1799.0
15954,eCommerce,MINIT,15481.0,2,1799.0
15955,Legal recognition to electronic documents/check cyber crimes/framework to support e-filing and e-commerce transactions,MINIT,15722.0,3,1799.0
15956,Mobile Security issues,MINIT,15722.0,3,1799.0
15957,Security issues related to ISEA Project,MINIT,15722.0,3,1799.0
15958,Special character issue,MINIT,15772.0,4,1799.0
15959,Projects/ Policies under R and D (Electronics),MINIT,15783.0,3,1799.0
15960,India's position on IG matter at National and International Fora,MINIT,15847.0,4,1799.0
15961,Indian Information Technology Act and E-commerce,MINIT,15954.0,3,1799.0
15962,FDI Guidelines for eCommerce by DIPP,MINIT,15954.0,3,1799.0
15965,e-Waste,MINIT,15959.0,4,1799.0
15966,Nirbhaya Fund,MINIT,15959.0,4,1799.0
15967,Panic Switch,MINIT,15959.0,4,1799.0
15968,Women Safety,MINIT,15959.0,4,1799.0
15969,Electric Vehicle,MINIT,15959.0,4,1799.0
15970,Power Electronics,MINIT,15959.0,4,1799.0
15971,Semiconductor Policy,MINIT,15959.0,4,1799.0
15972,Super Computer Details,MINIT,15959.0,4,1799.0
15973,Microprocessor,MINIT,15959.0,4,1799.0
15974,Others,DOCOM,14635.0,4,1704.0
15977,Regular/In-situ,MINIT,15492.0,5,1799.0
15978,MACP Scheme,MINIT,15492.0,5,1799.0
15979,Distance Education Cell,DODAF,15681.0,4,499.0
15980,Service training and Sensitization programme,DODAF,15681.0,4,499.0
15981,Community Based Inclusive Development,DODAF,15681.0,4,499.0
15982,National Board of Examination in Rehabilitation,DODAF,15681.0,4,499.0
15983,Violation of Rules Provisions,DODAF,15681.0,4,499.0
15984,Other,DODAF,15681.0,4,499.0
15985,The   National    Trust   Act,DODAF,15680.0,3,499.0
15986,Policy Related Matter,DODAF,15680.0,3,499.0
15987,Schemes for Implementation of Right of Persons with Disabilities Act 2016 SIPDA,DODAF,15680.0,3,499.0
15988,Creation of barrier free environment for the Persons with Disabilities,DODAF,15987.0,4,499.0
15989,Unique Disability Identification UDID Project or Disability Certificate,DODAF,15987.0,4,499.0
15990,Participation in Exhibitions/Stalls,DODAF,15987.0,4,499.0
15991,SKILL DEVELOPMENT AND EMPLOYMENT,DODAF,15987.0,4,499.0
15992,Department of Public Enterprises,DPUBE,,1,
15993,Related to DPE's policies/ guidelines,DPUBE,15992.0,2,1799.0
15994,Related to Central Government employee,DPUBE,15992.0,2,101.0
15995,Allegation of corruption/ malpractice on emloyee/ official of D/o Public Enterprises,DPUBE,15992.0,2,399.0
15996,Allegation of corruption/ malpractice on official of Central Public Sector Enterprise (CPSE),DPUBE,15992.0,2,399.0
15999,Policies/ guidelines relating to HR matters of CPSEs,DPUBE,15993.0,3,1799.0
16000,Procurement related policies,DPUBE,15993.0,3,1799.0
16001,Related to wage and allowances of employee of CPSE,DPUBE,15993.0,3,1799.0
16002,"Matters related Counseling, Retraining and Rehabilitation (CRR)",DPUBE,15993.0,3,1799.0
16003,Matters related to disinvestment,DPUBE,15993.0,3,1799.0
16004,Issue related to MoU,DPUBE,15993.0,3,1799.0
16005,Matters related to Capital Expenditure,DPUBE,15993.0,3,1799.0
16006,Pension related matter,DPUBE,15994.0,3,102.0
16007,Service matter,DPUBE,15994.0,3,101.0
16008,Harassment/ atrocities against - Woman,DPUBE,15994.0,3,204.0
16009,Harassment/ atrocities against - Differently Abled,DPUBE,15994.0,3,206.0
16010,Harassment/ atrocities against - SC/ST,DPUBE,15994.0,3,202.0
16011,Harassment/ atrocities against - Backward Class,DPUBE,15994.0,3,203.0
16012,Harassment/ atrocities against - Minorities,DPUBE,15994.0,3,201.0
16013,Harassment/ atrocities against - Others,DPUBE,15994.0,3,299.0
16014,Others,DPUBE,15994.0,3,101.0
16015,"Revival, restructuring or closure of Central Public Sector Enterprise",DPUBE,16003.0,4,1799.0
16016,National Land Monetisation Corporation (NLMC) related,DPUBE,16003.0,4,1799.0
16017,IDA Order,DPUBE,16001.0,4,1799.0
16018,Pay revision/ fixation related,DPUBE,16001.0,4,1799.0
16019,Leave encashment related,DPUBE,16001.0,4,1799.0
16020,PF related,DPUBE,16001.0,4,1799.0
16021,Medical benefits,DPUBE,16001.0,4,1799.0
16022,Others,DPUBE,16001.0,4,1799.0
16023,Allegation against CMD/ Chairman/ Director,DPUBE,15996.0,3,399.0
16024,BIS related,DOCPC,15801.0,4,1799.0
16025,Implementation Of Chemical Weapon Convention,DOCPC,15801.0,4,1799.0
16026,Ominbus Chemical Regulation,DOCPC,15801.0,4,1799.0
16027,"Anti Dumping, Taxes, Duties, Trade Related Matters, HS Codes",DOCPC,15801.0,4,1799.0
16028,CPDS,DOCPC,15801.0,4,1799.0
16030,Any other matter pertaining to Chemicals sector,DOCPC,15802.0,4,1799.0
16031,New Scheme of Petrochemicals,DOCPC,15804.0,4,1799.0
16032,"Anti Dumping, Taxes, Duties, Trade Related Matters, HS Codes",DOCPC,15804.0,4,1799.0
16033,Import/Export Duties related issues,DOCPC,15804.0,4,1799.0
16034,Plastic Parks,DOCPC,15804.0,4,1799.0
16035,Plastic Waste Management,DOCPC,15804.0,4,1799.0
