Id,Code,FieldName,DisplayLable,FieldType,FieldOrder,IsMandatory,DataType,MinDataLength,MaxDataLength,IsVisible,IsSearchable,IsActive
1442,522,RegionalOfficeName,Regional Office Name,Textbox,3,True,Alnum,1,100,True,True,True
1443,522,Postheldattimeofretirement,Post held at time of retirement,Textbox,4,True,Alnum,1,100,True,True,True
1444,522,NameofPensioner,Name of Pensioner,Textbox,5,True,Alnum,1,100,True,True,True
1445,522,DateofBirthofPensioner,Date of Birth of Pensioner,Textbox,6,True,Date,1,100,True,True,True
1446,523,RollNumber,Roll Number,Textbox,1,True,Alnum,1,100,True,True,True
1447,523,AcademicCourse,Academic Course,Textbox,2,True,Alnum,1,100,True,True,True
1448,524,EmployeeCode,Employee Code,Textbox,1,True,Alnum,1,100,True,True,True
1449,524,EmployeeDesignation,Employee Designation,Textbox,2,True,Alnum,1,100,True,True,True
1450,524,RegionalOfficeName,Regional Office Name,Textbox,3,True,Alnum,1,100,True,True,True
1451,524,SubRegionalOfficeName,Sub Regional Office Name,Textbox,4,True,Alnum,1,100,True,True,True
1452,525,HajYear,Haj Year,Textbox,1,True,Number,4,4,True,True,True
1453,525,HGOID,HGO ID,Textbox,2,True,Alnum,1,50,True,True,True
1454,525,HGOName,HGO Name,Textbox,3,True,Alnum,1,50,True,True,True
1455,526,HajYear,Haj Year,Textbox,1,True,Number,4,4,True,True,True
1456,526,HGOID,HGO ID,Textbox,2,True,Alnum,1,50,True,True,True
1457,526,HGOName,HGO Name,Textbox,3,True,Alnum,1,50,True,True,True
1458,527,HajYear,Haj Year,Textbox,1,True,Alnum,4,4,True,True,True
1459,527,HGOID,HGO ID,Textbox,2,True,Alnum,1,50,True,True,True
1460,527,HGOName,HGO Name,Textbox,3,True,Alnum,1,50,True,True,True
1462,529,Location,Location,Textbox,1,False,Alnum,0,100,True,True,True
1463,529,KendraNumber,Kendra Number,Textbox,2,False,Alnum,0,50,True,True,True
1464,530,Name,Name,Textbox,1,True,Alnum,1,50,True,True,True
1465,530,Contactno.,Contact no.,Textbox,2,False,Alnum,1,50,True,True,True
1466,531,NameofMedicine,Name of Medicine,Textbox,1,False,Alnum,0,100,True,True,True
1467,531,LocationofKendra,Location of Kendra,Textbox,2,False,Alnum,0,150,True,True,True
1468,532,LocationofKendra,Location of Kendra,Textbox,1,False,Alnum,0,150,True,True,True
1469,533,Name,Name,Textbox,1,True,Alnum,1,50,True,True,True
1470,533,ContactNo.,Contact No.,Textbox,2,True,Alnum,1,50,True,True,True
1471,533,Dateofsuperannuation,Date of superannuation,Textbox,3,False,Alnum,1,50,True,True,True
1472,534,LocationofKendra,Location of Kendra,Textbox,1,False,Alnum,0,150,True,True,True
1473,534,NameofMedicine,Name of Medicine,Textbox,2,False,Alnum,0,100,True,True,True
1474,535,Name,Name,Textbox,1,True,Alnum,1,50,True,True,True
1475,535,ContactNo.,Contact No.,Textbox,2,True,Alnum,1,50,True,True,True
1476,535,Dateofsuperannuation,Date of superannuation,Textbox,3,False,Alnum,1,50,True,True,True
1477,535,Email,Email,Textbox,4,True,Alnum,1,50,True,True,True
1478,536,Location,Location,Textbox,1,False,Alnum,0,100,True,True,True
1479,537,Location,Location,Textbox,1,False,Alnum,0,100,True,True,True
1480,537,KendraNumber,Kendra Number,Textbox,2,False,Alnum,0,50,True,True,True
1481,538,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1482,538,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1483,538,Requestdetails,Request details,Textbox,3,False,Alnum,0,300,True,True,True
1484,539,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1485,539,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1486,539,Requestdetails,Request details,Textbox,3,False,Alnum,0,300,True,True,True
1487,540,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1488,540,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1489,540,Requestdetails,Request details,Textbox,3,False,Alnum,0,300,True,True,True
1490,541,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1491,541,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1492,541,Requestdetails,Request details,Textbox,3,False,Alnum,0,300,True,True,True
1493,542,Dateandamountofgrant,Date and amount of grant,Textbox,1,False,Alnum,0,100,True,True,True
1494,542,Typeofactivity,Type of activity,Textbox,2,False,Alnum,0,200,True,True,True
1495,543,Dateandamountofgrant,Date and amount of grant,Textbox,1,False,Alnum,0,100,True,True,True
1496,543,Typeofactivity,Type of activity,Textbox,2,False,Alnum,0,200,True,True,True
1497,544,Dateandamountofgrant,Date and amount of grant,Textbox,1,False,Alnum,0,100,True,True,True
1498,544,Typeofactivity,Type of activity,Textbox,2,False,Alnum,0,200,True,True,True
1499,545,Dateandamountofgrant,Date and amount of grant,Textbox,1,False,Alnum,0,100,True,True,True
1500,545,Typeofactivity,Type of activity,Textbox,2,False,Alnum,0,200,True,True,True
1501,546,Dateandamountofgrant,Date and amount of grant,Textbox,1,False,Alnum,0,100,True,True,True
1502,546,Typeofactivity,Type of activity,Textbox,2,False,Alnum,0,200,True,True,True
1503,547,Dateandamountofgrant,Date and amount of grant,Textbox,1,False,Alnum,0,100,True,True,True
1504,547,Typeofactivity,Type of activity,Textbox,2,False,Alnum,0,200,True,True,True
1505,548,Duetosteppingofpay,Due to stepping of pay,Info,1,True,Date,200,200,True,True,True
1506,549,Toofferjobtodependents,To offer job to dependents,Info,1,True,Date,200,200,True,True,True
1507,550,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1508,550,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1509,550,NameofCluster,Name of Cluster,Textbox,3,False,Alnum,0,100,True,True,True
1510,551,MACPnotgiven,MACP not given,Info,1,True,Date,200,200,True,True,True
1511,552,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1512,552,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1513,552,NameofCluster,Name of Cluster,Textbox,3,False,Alnum,0,100,True,True,True
1514,553,Don'thaverelevancy,Don't have relevancy,Info,1,True,Date,200,200,True,True,True
1515,554,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1516,554,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1517,554,NameofCluster,Name of Cluster,Textbox,3,False,Date,0,100,True,True,True
1518,555,Nottakingsemesterexam,Not taking semester exam,Info,1,True,Date,200,200,True,True,True
1519,556,ppopranno,ppo pran no,Textbox,1,True,Alnum,1000,1000,True,True,True
1520,557,Don'thaverelevancy,Don't have relevancy,Info,1,True,Date,200,200,True,True,True
1521,558,Toprovidestipend,To provide stipend,Info,1,True,Date,200,200,True,True,True
1522,559,Sinceengagementfeenotpaid,Since engagement fee not paid,Info,1,True,Date,200,200,True,True,True
1523,560,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1524,560,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1525,560,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1526,561,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1527,561,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1528,561,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1529,562,Notfilingaftertakingfee,Not filing after taking fee,Info,1,True,Number,200,200,True,True,True
1530,563,TenderNo/articaldetails/purchaseorder,Tender No/artical details/purchase order,Textbox,1,True,Alnum,1000,1000,True,True,True
1531,564,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1532,564,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1533,564,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1534,565,Judgementnotbeingget,Judgement not being get,Info,1,True,Number,200,200,True,True,True
1535,566,contractagencyname/dateofengagement,contract agency name/date of engagement,Textbox,1,True,Alnum,1000,1000,True,True,True
1536,567,IssueLicense,Issue License,Info,1,True,Number,200,200,True,True,True
1537,568,DateofApplication,Date of Application,Textbox,1,False,Date,0,10,True,True,True
1538,568,DateofApproval,Date of Approval,Textbox,2,False,Date,0,10,True,True,True
1539,568,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1540,569,InstituteName,Institute Name,Textbox,1,True,Alnum,1000,1000,True,True,True
1541,570,Othermembersarenotearning,Other members are not earning,Info,1,True,Number,200,200,True,True,True
1542,571,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1543,571,LocationintheState,Location in the State,Textbox,2,False,Alnum,0,100,True,True,True
1544,571,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1545,572,Forearlyfillingthepost,For early filling the post,Info,1,True,Date,200,200,True,True,True
1546,573,relatedtoprocurmentorrecruitment,related to procurment or recruitment,Textbox,1,True,Alnum,1000,1000,True,True,True
1547,574,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1548,574,LocationintheState,Location in the State,Textbox,2,False,Alnum,0,100,True,True,True
1549,574,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1550,575,projectname/institutename,project name/institute name,Textbox,1,True,Alnum,1000,1000,True,True,True
1551,576,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1552,576,LocationintheState,Location in the State,Textbox,2,False,Alnum,0,100,True,True,True
1553,576,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1554,577,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1555,577,LocationintheState,Location in the State,Textbox,2,False,Alnum,0,100,True,True,True
1556,577,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1557,578,"StatusofProject,FundingDelay,Projectno,PatentorIPrelated,PolicyframeworkBudget","Status of Project,Funding Delay,Project no,Patent or IP related,Policy framework Budget",Textbox,1,True,Alnum,1000,1000,True,True,True
1558,579,"StatusofProject,FundingDelay,Projectno,PatentorIPrelated,PolicyframeworkBudget","Status of Project,Funding Delay,Project no,Patent or IP related,Policy framework Budget",Textbox,1,True,Alnum,1000,1000,True,True,True
1559,580,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1560,580,LocationintheState,Location in the State,Textbox,2,False,Alnum,0,100,True,True,True
1561,580,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1562,581,DateofProposal,Date of Proposal,Textbox,1,False,Date,0,10,True,True,True
1563,581,LocationintheState,Location in the State,Textbox,2,False,Alnum,0,100,True,True,True
1564,581,Requestdetails,Request details,Textbox,3,False,Alnum,0,200,True,True,True
1570,583,Kindlyfindtheattacheddocument,Kindly find the attached document,Textbox,1,True,Alnum,1000,1000,True,True,True
1571,584,NameofMedicine,Name of Medicine,Textbox,1,False,Alnum,0,100,True,True,True
1572,584,Location,Location,Textbox,2,False,Alnum,0,100,True,True,True
1574,586,"StatusofProject,FundingDelay,Projectno,PatentorIPrelated,PolicyframeworkBudget","Status of Project,Funding Delay,Project no,Patent or IP related,Policy framework Budget",Textbox,1,True,Alnum,1000,1000,True,True,True
1575,587,NameofMedicine,Name of Medicine,Textbox,1,False,Alnum,0,100,True,True,True
1576,587,Compositionofnewdrug,Composition of new drug,Textbox,2,False,Alnum,0,100,True,True,True
1577,587,DateofApplication,Date of Application,Textbox,3,False,Date,0,10,True,True,True
1578,587,DateofApproval,Date of Approval,Textbox,4,False,Date,0,10,True,True,True
1579,588,"StatusofProject,FundingDelay,Projectno,PatentorIPrelated,PolicyframeworkBudget","Status of Project,Funding Delay,Project no,Patent or IP related,Policy framework Budget",Textbox,1,True,Alnum,1000,1000,True,True,True
1580,589,NameofMedicine,Name of Medicine,Textbox,1,False,Alnum,0,100,True,True,True
1581,589,Compositionofnewdrug,Composition of new drug,Textbox,2,False,Alnum,0,100,True,True,True
1582,589,DateofApplication,Date of Application,Textbox,3,False,Date,0,10,True,True,True
1583,589,DateofApproval,Date of Approval,Textbox,4,False,Date,0,10,True,True,True
1584,590,NameofMedicine,Name of Medicine,Textbox,1,False,Alnum,0,10,True,True,True
1585,591,"StatusofProject,FundingDelay,Projectno,PatentorIPrelated,PolicyframeworkBudget","Status of Project,Funding Delay,Project no,Patent or IP related,Policy framework Budget",Textbox,1,True,Alnum,1000,1000,True,True,True
1586,592,NameofMedicine/MedicalDevice,Name of Medicine/Medical Device,Textbox,1,False,Alnum,0,100,True,True,True
1587,592,Location,Location,Textbox,2,False,Alnum,0,100,True,True,True
1588,593,"StatusofProject,FundingDelay,Projectno,PatentorIPrelated,PolicyframeworkBudget","Status of Project,Funding Delay,Project no,Patent or IP related,Policy framework Budget",Textbox,1,True,Alnum,1000,1000,True,True,True
1595,595,NameofCompany/Manufacturer,Name of Company/Manufacturer,Textbox,1,False,Alnum,0,100,True,True,True
1596,595,NameofMedicine,Name of Medicine,Textbox,2,False,Alnum,0,100,True,True,True
1597,595,PricefixedbyNPPA,Price fixed by NPPA,Textbox,3,False,Alnum,0,100,True,True,True
1598,595,Pricechargedbythecompany,Price charged by the company,Textbox,4,False,Alnum,0,100,True,True,True
1599,595,Location,Location,Textbox,5,False,Alnum,0,100,True,True,True
1600,596,NameofMedicine,Name of Medicine,Textbox,1,False,Alnum,0,100,True,True,True
1601,596,Location,Location,Textbox,2,False,Alnum,0,100,True,True,True
1602,597,EnrollmentNo.andAccountDetails,Enrollment No. and Account Details,Textbox,1,False,Alnum,0,200,True,True,True
1603,597,Amount,Amount,Textbox,2,False,Alnum,0,100,True,True,True
1604,597,Monthforwhichrequestmade,Month for which request made,Textbox,3,False,Alnum,0,30,True,True,True
1605,597,YearofAdmission,Year of Admission,Textbox,4,False,Number,0,10,True,True,True
1606,597,Courseofstudy,Course of study,Textbox,5,False,Alnum,0,100,True,True,True
1607,598,EnrollmentNo.andAccountDetails,Enrollment No. and Account Details,Textbox,1,False,Alnum,0,100,True,True,True
1608,598,Amount,Amount,Textbox,2,False,Alnum,0,100,True,True,True
1609,598,Monthforwhichrequestmade,Month for which request made,Textbox,3,False,Alnum,0,30,True,True,True
1610,598,YearofAdmission,Year of Admission,Textbox,4,False,Alnum,0,10,True,True,True
1611,598,Courseofstudy,Course of study,Textbox,5,False,Alnum,0,100,True,True,True
1612,599,EnrollmentNo.andAccountDetails,Enrollment No. and Account Details,Textbox,1,False,Alnum,0,100,True,True,True
1613,599,Amount,Amount,Textbox,2,False,Alnum,0,100,True,True,True
1614,599,Monthforwhichrequestmade,Month for which request made,Textbox,3,False,Alnum,0,30,True,True,True
1615,599,YearofAdmission,Year of Admission,Textbox,4,False,Number,0,10,True,True,True
1616,599,Courseofstudy,Course of study,Textbox,5,False,Alnum,0,100,True,True,True
1617,600,EnrollmentNo.andAccountDetails,Enrollment No. and Account Details,Textbox,1,False,Alnum,0,100,True,True,True
1618,600,Amount,Amount,Textbox,2,False,Alnum,0,100,True,True,True
1619,600,Monthforwhichrequestmade,Month for which request made,Textbox,3,False,Alnum,0,30,True,True,True
1620,600,YearofAdmission,Year of Admission,Textbox,4,False,Number,0,10,True,True,True
1621,600,Courseofstudy,Course of study,Textbox,5,False,Alnum,0,100,True,True,True
1622,601,YearofAdmission,Year of Admission,Textbox,1,False,Number,0,10,True,True,True
1623,601,Courseapplied,Course applied,Textbox,2,False,Alnum,0,100,True,True,True
1624,601,ApplicationNo.,Application No.,Textbox,3,False,Alnum,0,100,True,True,True
1625,601,Registrationno.anddate,Registration no. and date,Textbox,4,False,Alnum,0,100,True,True,True
1626,602,Detailsofinfrastructure,Details of infrastructure,Textbox,1,False,Alnum,0,100,True,True,True
1627,602,SubjectofResearchProject,Subject of Research Project,Textbox,2,False,Alnum,0,100,True,True,True
1628,602,Dateofsubmissionofproject,Date of submission of project,Textbox,3,False,Date,0,10,True,True,True
1629,603,Detailsofincident,Details of incident,Textbox,1,False,Alnum,0,300,True,True,True
1630,603,Dateandtimeofincident,Date and time of incident,Textbox,2,False,Alnum,0,100,True,True,True
1631,603,Personsinvolved,Persons involved,Textbox,3,False,Alnum,0,100,True,True,True
1632,604,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1633,604,MobileNumber,Mobile Number,Textbox,2,True,Number,10,10,True,False,True
1634,604,EmailAddress,Email Address,Textbox,3,True,Alnum,3,40,True,False,True
1635,604,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,150,True,False,True
1636,604,SpecifyhowyourgrievancepertainstoDRDO,Specify how your grievance pertains to DRDO,Textbox,5,True,Alnum,3,150,True,False,True
1637,605,Nameoftheapplicant,Name of the applicant,Textbox,2,True,Alnum,3,50,True,False,True
1640,605,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1641,605,Specifythenameoftheexam,Specify the name of the exam,Textbox,3,True,Alnum,3,50,True,False,True
1642,605,Advertisementnumberandyear,Advertisement number and year,Textbox,4,True,Alnum,1,30,True,False,True
1643,605,Postappliedfor,Post applied for,Textbox,5,True,Alnum,1,30,True,False,True
1644,606,DdrdoOffice,Department/Office/Lab,Textbox,1,True,Alnum,5,5,True,False,True
1648,606,HowdoesyourgrievancepertainstoDRDO,How does your grievance pertains to DRDO,Textbox,2,True,Alnum,3,150,True,False,True
1649,607,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1653,607,Vendor/Contractor'sName,Vendor/Contractor's Name,Textbox,2,True,Alnum,3,70,True,False,True
1654,607,LaboratoryorEstablishmentorDirectoratename,Laboratory or Establishment or Directorate name,Textbox,3,True,Alnum,3,70,True,False,True
1655,607,ContractPeriod,Contract Period,Textbox,4,True,Alnum,1,10,True,False,True
1656,608,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1660,608,Vendor/Contractor'sName,Vendor/Contractor's Name,Textbox,2,True,Alnum,3,100,True,False,True
1661,608,Laboratory/Establishment/Directorate'sName,Laboratory/Establishment/Directorate's Name,Textbox,3,True,Alnum,3,100,True,False,True
1662,608,EPFNumber,EPF Number,Textbox,4,True,Alnum,1,30,True,False,True
1663,608,Contractperiod&actualserviceperiod,Contract period & actual service period,Textbox,5,True,Alnum,1,30,True,False,True
1664,609,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1668,609,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,2,True,Alnum,3,100,True,False,True
1669,609,Contractperiod&actualserviceperiod,Contract period & actual service period,Textbox,3,True,Alnum,1,20,True,False,True
1670,609,Vendor/Contractor'sName,Vendor/Contractor's Name,Textbox,4,True,Alnum,3,100,True,False,True
1671,610,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1672,610,MobileNumber,Mobile Number,Textbox,2,True,Alnum,10,10,True,False,True
1673,610,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1674,610,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1675,610,Vendor/Contractor'sName,Vendor/Contractor's Name,Textbox,5,True,Alnum,3,50,True,False,True
1676,611,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1677,611,MobileNumber,Mobile Number,Textbox,2,True,Number,10,10,True,False,True
1678,611,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1683,612,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1687,612,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,2,True,Alnum,3,100,True,False,True
1688,612,Vendor/Contractor'sName,Vendor/Contractor's Name,Textbox,3,True,Alnum,3,50,True,False,True
1689,612,Nameofthepersonagainstwhomthecomplaintisbeingmade.,Name of the person against whom the complaint is being made.,Textbox,4,True,Alnum,3,50,True,False,True
1690,613,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1694,613,LaboratoryName,Laboratory/Establishment/Directorate's name,Textbox,2,True,Alnum,3,100,True,False,True
1695,613,VendorName,Vendor/Contractor's Name,Textbox,3,False,Alnum,3,50,True,False,True
1696,613,Nameofthepersonagainstwhomthecomplaintisbeingmade,Name of the person against whom the complaint is being made,Textbox,4,True,Alnum,3,50,True,False,True
1697,614,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1700,615,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1701,615,Mobilenumber,Mobile number,Textbox,2,True,Number,10,10,True,False,True
1702,615,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1703,615,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1704,616,DdrdoOffice,Department/Office/Lab,Textbox,1,True,Alnum,5,5,True,False,True
1708,616,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,2,True,Alnum,3,100,True,False,True
1709,616,Product/Servicedetails,Product/Service details,Textbox,3,True,Alnum,3,100,True,False,True
1710,616,Tendernumber,Tender number,Textbox,4,True,Alnum,1,30,True,False,True
1711,616,TenderDate,Tender Date,Textbox,5,True,Number,1,20,True,False,True
1712,617,DdrdoOffice,Department/Office/Lab,Textbox,1,True,Alnum,5,5,True,False,True
1716,617,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,2,True,Alnum,3,100,True,False,True
1717,617,Nameofpost,Name of post,Textbox,3,True,Alnum,3,30,True,False,True
1718,617,OrganisationConcerned,Organisation Concerned,Textbox,4,True,Alnum,3,100,True,False,True
1720,618,Mobilenumber,Mobile number,Textbox,2,True,Number,10,10,True,False,True
1721,618,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1722,618,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1727,619,DoesyourcomplaintpertainstoaPerson/Department/Agency.Pleasespecify,Does your complaint pertains to a Person/Department/Agency. Please specify,Textbox,1,True,Alnum,3,30,True,False,True
1728,619,NameofthePerson/Agency/Departmentagainstwhomcomplaintisbeingmade,Name of the Person/Agency/Department against whom complaint is being made,Textbox,2,True,Alnum,3,100,True,False,True
1729,620,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1730,620,Mobilenumber,Mobile number,Textbox,2,True,Number,10,10,True,False,True
1731,620,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1732,620,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1733,621,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,3,50,True,False,True
1737,621,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,2,True,Alnum,3,100,True,False,True
1738,622,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1742,622,WhetheryouareaservingorRetiredDRDOemployeeoramemberofpublic,Whether you are a serving or Retired DRDO employee or a member of public,Textbox,2,True,Alnum,3,30,True,False,True
1743,623,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1747,623,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,2,True,Alnum,3,100,True,False,True
1748,624,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1752,624,TechnologyName/Details,Technology Name/Details,Textbox,2,True,Alnum,3,100,True,False,True
1753,624,Department/Industryconcerned,Department/Industry concerned,Textbox,3,True,Alnum,3,70,True,False,True
1754,624,Laboratory/Establishment/DirectorateofDRDO(DRDOInterface),Laboratory/Establishment/Directorate of DRDO(DRDO Interface),Textbox,4,True,Alnum,3,50,True,False,True
1755,625,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1756,625,MobileNumber,Mobile Number,Textbox,2,True,Number,10,10,True,False,True
1757,625,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1758,625,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1759,626,DdrdoOffice,Department/Office/Lab,Textbox,1,True,Alnum,5,5,True,False,True
1760,626,MobileNumber,Mobile Number,Textbox,2,True,Number,10,10,True,False,True
1761,626,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1762,626,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1763,627,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1764,627,MobileNumber,Mobile Number,Textbox,2,True,Number,10,10,True,False,True
1765,627,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1766,627,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1767,628,Nameofcomplainant,Name of  complainant,Textbox,1,True,Alnum,3,50,True,False,True
1768,628,MobileNumber,Mobile Number,Textbox,2,True,Number,10,10,True,False,True
1769,628,EmailAddress,Email Address,Textbox,3,True,Alnum,3,50,True,False,True
1770,628,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,70,True,False,True
1796,633,DdrdoOffice,Department/Office/Lab,Textbox,1,True,Alnum,5,5,True,False,True
1797,633,MobileNumber,Mobile Number,Textbox,2,True,Number,10,10,True,False,True
1798,633,EmailAddress,Email Address,Textbox,3,True,Alnum,3,40,True,False,True
1799,633,PostalAddress,Postal Address,Textbox,4,True,Alnum,3,150,True,False,True
1800,633,NameofthePensioner,Name of the Pensioner,Textbox,5,True,Alnum,3,50,True,False,True
1801,633,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,6,True,Alnum,3,100,True,False,True
1802,633,PPONumber,PPO Number,Textbox,7,True,Alnum,1,50,True,False,True
1803,633,Agencywherethecaseispending,Agency where the case is pending,Textbox,8,True,Alnum,1,100,True,False,True
1804,633,LastPostheldatthetimeofRetirement,Last Post held at the time of Retirement,Textbox,9,True,Alnum,1,50,True,False,True
1805,634,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1809,634,NameofthePensioner,Name of the Pensioner,Textbox,2,True,Alnum,3,50,True,False,True
1810,634,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,3,True,Alnum,3,100,True,False,True
1811,634,PPONumber,PPO Number,Textbox,4,True,Alnum,1,20,True,False,True
1812,634,Departmentwherethecaseispending,Department where the case is pending,Textbox,5,True,Alnum,1,100,True,False,True
1813,634,LastPostheldatthetimeofRetirement,Last Post held at the time of Retirement,Textbox,6,True,Alnum,1,50,True,False,True
1814,635,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1818,635,NameofthePensioner,Name of the Pensioner,Textbox,2,True,Alnum,3,50,True,False,True
1819,635,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,3,True,Alnum,3,100,True,False,True
1820,635,DRDOPPONumber,DRDO PPO Number,Textbox,4,True,Alnum,1,20,True,False,True
1821,635,Departmentwherethecaseispending,Department where the case is pending,Textbox,5,True,Alnum,1,100,True,False,True
1822,635,LastPostheldatthetimeofRetirement,Last Post held at the time of Retirement,Textbox,6,True,Alnum,1,50,True,False,True
1823,635,ServicePPONumber,Service PPO Number,Textbox,7,True,Alnum,1,20,True,False,True
1824,636,DdrdoOffice,Department/Office/Lab,Dropdown,1,True,Alnum,5,5,True,False,True
1828,636,NameofthePensioner,Name of the Pensioner,Textbox,2,True,Alnum,3,50,True,False,True
1829,636,Laboratory/Establishment/Directorate'sname,Laboratory/Establishment/Directorate's name,Textbox,3,True,Alnum,3,100,True,False,True
