closing_date,pincode,recvd_date,remarks_text,resolution_date,sex,state,subject_content_text
{'$date': '2023-04-02T00:00:00Z'},124505,{'$date': '2023-01-31T19:52:09.64Z'}, As per report of the Department.,{'$date': '2023-03-14T00:00:00Z'},M,HY,"&quot;विषय-: गाँव खेङी जसौर की हरिजन समुदाय की चौपाल को जिसे ग्राम सचिव नवनीत द्वारा (J.C.B) से गिराया गया था । का निर्माण कार्य करवायें जाने के बारे मे बार-बार सभी संबंधित विभागों के अधिकारियों पत्र देने के बावजूद आज तक कोई कार्रवाई नहीं होने के बारे में व शिकायत ।
(1) हमारी हरिजन समुदाय की चौपाल को ग्राम सचिव खेङी जसौर श्री नवनीत शर्मा के द्वारा किस अधिकार के तहत गिराया गया था । इसकी जांच क्यो नहीं की गयी है । (2) इनका कहना है कि चौपाल को बनाने के लिए जिला उपायुक्त कार्यालय झजजर से अनुमति नहीं मिली तो फिर चौपाल को गिराया क्यो गया था । (3) यदि शिकायत का बिना कोई समाधान किये गये बिना शिकायत कर्ता से संतुष्टि पत्र हस्ताक्षर कराये, बिना कोई संपर्क किये शिकायत को ऐसे ही बंद कर दिया जाता है तो फिर इतना दिखावा किस लिये । जनता की शिकायतों का समाधान ही नहीं करना है। फिर जनता के पैसे कीं बरबादी कयो की जा रहीहै। शिकायत कर्ता का बिना कोई पक्ष सुने शिकायत बंद कर दी गई है ।अतः आप से निवेदन है कि हमारी शिकायत पर उचित कार्रवाई करने का कष्ट करे आपकी अति कृपा होगी ।"
{'$date': '2023-02-23T00:00:00Z'},,{'$date': '2023-01-31T19:52:16.607Z'},A copy of reply furnished by this office is attached.	,{'$date': '2023-02-23T00:00:00Z'},M,UP,"Defence Finance >> Pension >> Pension >> Pension Initiation >> Army

Army Number/Service No/Personal Number : nm
Rank/Designation last held : ts naik
Name of last unit / formation served : signal
Name of Pension Paying Bank/Treasury Office/DPDO etc : sparsh army
GPF/NPS Number/PPO No : X0X1X9X0X8X9
Pension Office : PCDA PENSION Prayagraj
-----------------------
To

Sparsh Army
SUB-Reg non commencement of family pension in r/o RAM DEI DEVI w/o Late RS SINGH. SB A/C-X1X3X7X1X5X. SPARSH PPO-X0X1X9X0X8X9. ORG ppo-s/38019/994.
Dear Sir,
My husband expired on 01/07/2022 and death report has been done on sparsh and initiation of family pension is also done. Ticket ID-X0X3X4X0X3 and X0X3X4X1X2 dt 30/12/2022 has also been generated .
 In view of the above kindly approve family pension request and credit fmily pension in sb a/c-X1X3X7X1X5X. My husband was getting service pension in sb a/c-X1X3X8X3X2X. Further digital life certf has already been done via praman id- X2X9X4X7X9 and manual life certificate has also been done in SBI branch, zamania (copy enclosed). Kindly start family pension at the earliest."
{'$date': '2023-02-01T00:00:00Z'},,{'$date': '2023-01-31T19:52:21.013Z'}," As per your grievance, your PF account number XDXBXDX6X5X9X6X has already been settled on 22.10.2018.	Shri Manoj Kumar Yadav (RPFC I)	",{'$date': '2023-02-01T00:00:00Z'},M,GJ,"Sir, I unable to mark of exit find the attachment Employers not helping"
{'$date': '2023-02-08T00:00:00Z'},121002,{'$date': '2023-01-31T19:52:47.833Z'}," In this regard, it is intimated that employer E- sign has been rejected due to form 5A not enclosed along with DSC. Employer is advised to re-submit DSC online along with form -5A.	Manoj Yadav (RPFC I)",{'$date': '2023-02-03T00:00:00Z'},M,HY,"Labour and Employment >> Employer's grievance >> Non approval of Digital signature.

Name and Address of Establishment : M/S S B ENTERPRISES
UAN No. : Not Provided
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Faridabad
-----------------------
Sir my E- sign request is pending on long time so I request please approve&#160;my&#160;E Sign&#160;request"
{'$date': '2023-02-27T00:00:00Z'},752021,{'$date': '2023-01-31T19:52:57.85Z'},"On receipt of the grievance we had taken up the matter with the concerned office authority and they have replied that the matter is resolved as per attached letter which is self explanatory.

IN VIEW OF THE ABOVE WE REQUEST CLOSURE OF THIS COMPLAINT.

",{'$date': '2023-02-27T00:00:00Z'},M,OR,"Financial Services (Banking Division) >> Service Charges Related >> Others

Bank : Reserve Bank of India
Branch / Name of Bank and Branch : Union bank of india khurda new bus stand (13737)
Account Number : X2X4X1X2X6X8X3X
-----------------------
Pls sms charge permanently. Closed and atm annual fee not deducted but iam salary account holder sbi bank free of cost not annual atm sms charge."
,110036,{'$date': '2023-01-31T19:54:27.547Z'},,,M,DH,"श्रीमान मुख्य सचिव महोदय, 

विषय: राज्य के वन क्षेत्रों, पार्को में पर्यावरण अनुकूल ऑक्सीजन छोड़ने वाले वृक्ष ना लगाने से संबंधित शिकायत पत्र। 
महोदय,
(1)	राज्य में पर्यावरण की बहुत तेजी से हानि हो रही है
(2)	पर्यावरण में प्रदूषण बढ़ने के कारण से नागरिकों के ही नहीं प्राणी मात्र के जीवन में खतरा उत्पन्न हो रहा है
(3)	पर्यावरण में ऑक्सीजन की मात्रा कुछ महत्वपूर्ण वृक्षों से मिलती है लेकिन ऐसे वृक्षों की संख्या जंगलों में नग्न हो रही है।
(4)	प्रदूषण के अनेकों कारण हो सकते हैं लेकिन इसका एक मुख्य कारण है वायु को शुद्ध करने में फेफड़ों का काम करने वाले वनों में पर्यावरण या ऑक्सीजन देने वाले वृक्षों की अत्यधिक कमी होना 
(5)	जो पेड़ बच्चे भी हैं उन ऑक्सीजन देने वाले पेड़ों को बहुत तेजी से काटा जा रहा है जो कि पर्यावरण में अत्यधिक कमी का एक कारण है।
(6)	अधिकतर वनों में जंगली घास, विदेशी या देसी कीकर, अनुपयोगी पेड़ आदि होने के कारण से पर्यावरण या ऑक्सीजन में किसी प्रकार की बढ़ोतरी नहीं हो पा रही है 
(7)	इसलिए जरूरी है कि पार्कों में और राज्य के जंगलों के स्थानों पर पीपल का पेड़, नीम का पेड़, बरगद का पेड़ अर्जुन का पेड़, अशोक का पेड़ ,जामुन का पेड़ जो की राज्य के जंगलों में लगाए जा सकते हैं 
(8)	इसके अलावा घरों में और औषधि के लिए भी निम्नलिखित उपयोग में लिए जाते हैं का प्रचार प्रसार किया जाए जैसे, एलोवेरा, तुलसा, गिलोय, एरिका पाम, क्रिसमस, कैक्टस, मनी प्लांट, जरबेरा, ऑर्किड स्नेक प्लांट आदि 
(9)	इसलिए सरकार को इसके प्रचार-प्रसार की करने की व्यवस्था करनी चाहिए 
(10)	जिससे अधिक से अधिक व्यक्ति व्यक्तिगत प्रयासों से जंगल में लगाए जाने वाले पेड़ और घरों में लगाए जाने वाले ऑक्सीजन देने वाले पेड़ों से जागरूक हो सके और लगा सके 
(11)	इसके अलावा सरकार को भी जो भी वृक्ष लगाने का कार्यक्रम हो उनमें ऑक्सीजन आधारित पेड़ों को लगाने की प्राथमिकता देनी चाहिए 
(12)	जिससे पर्यावरण में आवश्यकता के अनुसार ऑक्सीजन उपलब्ध हो सके और प्रदूषण पर भी नियंत्रण पाया जा सके। उम्मीद है इस पर सहानुभूति पूर्वक विचार करके, निर्णय लेकर जल्द कार्यवाही, कार्य आरंभ किया जाएगा। जवाब की प्रतीक्षा।

धन्यवाद सहित 
हरपाल सिंह राणा 
निर्दशक
जन सचिवालय कादीपुर दिल्ली 110036
mh"
{'$date': '2023-03-29T00:00:00Z'},201301,{'$date': '2023-01-31T19:55:39.91Z'}," It is to inform that the Citizenship of India is governed by the provisions of the Citizenship Act, 1955 and rules made thereunder. If applicant is Nepal National, he can upload birth certificate of Nepal in place of foreign passport.",{'$date': '2023-03-29T00:00:00Z'},F,UP,"Home Affairs >> Citizenship matters >> CAA related complaint/suggestion
-----------------------
I&#39;m Carolyn Ledlie belonging to a Christian family who was born by Indian parents but outside India (in Nepal). With my father&#39;s business set up in Nepal, my father moved there for some time, and I was born there. However, they returned to India (Delhi) right after my birth. I have been in India for 29 years. Raised, completed my schooling and graduation and currently working in India ever since. 

I applied for an Indian Passport in 2020 and again in 2022, submitted all my documents honestly including my Nepal birth certificate. Police verification also gets completed for which I pay for as well. However, each time my application is put on hold which is subject to clearance on my citizenship from the Ministry of home affairs. Making me a Citizen of India by Decent (Child born abroad by Indian parents). 

I have gone to the Ministry of Home Affairs several times, called repeatedly, sent multiple emails to the MHA enquiring about the correct form I should apply under and what should I use/ upload in place of a &quot;foreign passport as proof&quot; which is required in every form that&#39;s mentioned on the website as I don&#39;t have a foreign passport as I&#39;m applying for one for the first time and neither do my parents have any foreign passports as they are Indians and have all their documents of India itself.

No one has been able to give me a solution to my case. I recently went to the MHA and was told by a representative that there is no such solution to my case as there is no special form/ application been made for cases like mine where the citizenship him/herself is an Indian and needs a clearance for a Indian citizenship. There are several cases like mine that are lying pending, and they have made an appeal which is still in progress. Until then I&#39;ve been asked to wait (with no ETA). 

I have already waited for 2 years and running. Kindly look into my appeal and help me clear my citizenship at the earliest possible. I&#39;m sure this will help not only me but several others."
{'$date': '2023-02-02T00:00:00Z'},670142,{'$date': '2023-01-31T19:55:43.537Z'}, reply attached,{'$date': '2023-02-02T00:00:00Z'},M,KL,"Defence Finance >> Pay & Allowance >> Pay >> Non- adjustment of Part II order >> Army >> PBORS

Army Number / Service No. : X-X-X-X-X
Rank Name of Unit : Nb Sub
 CDA-PCDA (Dropdown) : CDA, Secunderabad
-----------------------
Sir
 I am JC-X7X5X3X, NB SUB VIJESH V
serving at 665 Army Avn Sqn(R&amp;O). My below mentioned DO-ll are processed by EME records and handed over to PAO(EME) vide batch number X4X5X-X0X2 dt 14 Jun 22&amp; X5X9X-X0X2. But the below mentioned DO-ll are not adjusted yet. So pls request you to adjust the same in next payment. I will be ever thankful for your favorable action.

1) POSIN X/X0X4X0X0X/X0X2 Dt 28 May 22
2) PAL. X/X0X4X0X1X/X0X2 Dt 28 May 22
3) PRPLVE X/X0X4X0X2X/X0X2 Dt 28 May 22
4) TFRGTH X/X0X4X0X3X/X0X2 Dt 28 May 22
5) TPTL X/X0X4X0X5X/X0X2 Dt 28 May 22
6) HRA X/X0X4X0X6X/X0X2 Dt 28 May 22
7) RUMCIG X/X0X4X0X7X/X0X2 Dt 28 May 22
8) PAL X/X0X5X0X0X/X0X2 Dt 08 Jun 22
9) REJLVE X/X0X5X0X1X/X0X2 Dt 08 Jun 22
10) OPTFIX X/X0X5X0X1X/X0X2 Dt 08 Jun 22
11) CEA PAL X/X0X5X0X1X/X0X2 Dt 08 Jun 22 

 Yours Faithfully
 Nb Sub Vijesh V"
{'$date': '2023-04-03T00:00:00Z'},364070,{'$date': '2023-01-31T19:55:50.57Z'}, અરજીની વિગતે રૂબરૂ સ્થળ મુલાકાત દરમ્યાન પાલિતાણા નગરપાલિકા વિસ્તારના ૫૦-વારિયા પ્લોટ નં.૨૯ બજાર કિમતે ખરીદવાના કામે નગરપાલિકા પાસે જે તે સમયે જમીન વેચાણની સત્તા હતી ત્યારે સવાલવાળો પ્લોટ ધારા ધોરણના દસ્તાવેજથી વેચાણ કરેલ હોય એક ને એક પ્લોટ ફરીથી વેચાણ આપી શકાય નહીં વધુમાં પ્લોટ નં.૨૯ ના દસ્તાવેજની નકલ ની જરૂરિયાત હોયતો સબ રજીસ્ટારશ્રી ની કચેરી પાલિતાણા પાસે આધાર પુરાવા રજૂ કાર્યાથી મળી શકે જે વિદિત થાય.,{'$date': '2023-04-03T00:00:00Z'},F,GJ,"hello sir my name is sumra harshaben pravinbhai and i am inhabitants of Bhavnagar district , nava ratanpar village , i m a simple housewife , currently i m living in palitana, dist-bhavanagr at pachas variya area from last 30 year I run my house by working as a laborer in Palitana city, and also i belongs to scheduled cast, I and my children run the house with labor in a very broken condition, From last 30 years I am living a hut in Pachas Varia Plot No-29 Area 18&#215;25 i have also applied to buy from sale at prevailing market price in Nagarpalika Palitana . So my proposal is to order Palitana NagarPalika to accept my application to purchase request of plot number 29 area 18&#215;25 ,considering my situation. thank you"
,110036,{'$date': '2023-01-31T19:55:53.583Z'},,,M,DH,"श्रीमान मुख्य सचिव महोदय, 

विषय: राज्य के वन क्षेत्रों, पार्को में पर्यावरण अनुकूल ऑक्सीजन छोड़ने वाले वृक्ष ना लगाने से संबंधित शिकायत पत्र। 
महोदय,
(1)	राज्य में पर्यावरण की बहुत तेजी से हानि हो रही है
(2)	पर्यावरण में प्रदूषण बढ़ने के कारण से नागरिकों के ही नहीं प्राणी मात्र के जीवन में खतरा उत्पन्न हो रहा है
(3)	पर्यावरण में ऑक्सीजन की मात्रा कुछ महत्वपूर्ण वृक्षों से मिलती है लेकिन ऐसे वृक्षों की संख्या जंगलों में नग्न हो रही है।
(4)	प्रदूषण के अनेकों कारण हो सकते हैं लेकिन इसका एक मुख्य कारण है वायु को शुद्ध करने में फेफड़ों का काम करने वाले वनों में पर्यावरण या ऑक्सीजन देने वाले वृक्षों की अत्यधिक कमी होना 
(5)	जो पेड़ बच्चे भी हैं उन ऑक्सीजन देने वाले पेड़ों को बहुत तेजी से काटा जा रहा है जो कि पर्यावरण में अत्यधिक कमी का एक कारण है।
(6)	अधिकतर वनों में जंगली घास, विदेशी या देसी कीकर, अनुपयोगी पेड़ आदि होने के कारण से पर्यावरण या ऑक्सीजन में किसी प्रकार की बढ़ोतरी नहीं हो पा रही है 
(7)	इसलिए जरूरी है कि पार्कों में और राज्य के जंगलों के स्थानों पर पीपल का पेड़, नीम का पेड़, बरगद का पेड़ अर्जुन का पेड़, अशोक का पेड़ ,जामुन का पेड़ जो की राज्य के जंगलों में लगाए जा सकते हैं 
(8)	इसके अलावा घरों में और औषधि के लिए भी निम्नलिखित उपयोग में लिए जाते हैं का प्रचार प्रसार किया जाए जैसे, एलोवेरा, तुलसा, गिलोय, एरिका पाम, क्रिसमस, कैक्टस, मनी प्लांट, जरबेरा, ऑर्किड स्नेक प्लांट आदि 
(9)	इसलिए सरकार को इसके प्रचार-प्रसार की करने की व्यवस्था करनी चाहिए 
(10)	जिससे अधिक से अधिक व्यक्ति व्यक्तिगत प्रयासों से जंगल में लगाए जाने वाले पेड़ और घरों में लगाए जाने वाले ऑक्सीजन देने वाले पेड़ों से जागरूक हो सके और लगा सके 
(11)	इसके अलावा सरकार को भी जो भी वृक्ष लगाने का कार्यक्रम हो उनमें ऑक्सीजन आधारित पेड़ों को लगाने की प्राथमिकता देनी चाहिए 
(12)	जिससे पर्यावरण में आवश्यकता के अनुसार ऑक्सीजन उपलब्ध हो सके और प्रदूषण पर भी नियंत्रण पाया जा सके। उम्मीद है इस पर सहानुभूति पूर्वक विचार करके, निर्णय लेकर जल्द कार्यवाही, कार्य आरंभ किया जाएगा। जवाब की प्रतीक्षा।

धन्यवाद सहित 
हरपाल सिंह राणा 
निर्दशक
जन सचिवालय कादीपुर दिल्ली 110036
mn"
{'$date': '2023-02-21T00:00:00Z'},122001,{'$date': '2023-01-31T19:55:56.07Z'},W.B. Postal Circle has informed that the article delivered on 17.02.2023 from Chouldari B.O. copy of the reply attached.,{'$date': '2023-02-21T00:00:00Z'},M,HY,"Posts >> Delay/ Non - Delivery/Abstraction of Postal Articles >> Domestic >> Express Parcel/ Business Parcel

Track/Trace No. : X-X-X-X-X
Post Office of Booking/PINCODE : 110041
-----------------------
Dear Sir,


Please expedite the delivery because the customer is waiting for the product.

Shyam Sunder
X9X3X1X0X7
XhXuXdXrX8XgXaXlXcXm	IRBn HQ Port Mout Chouldari Port Blair	744103	Port Blair	ANDAMAN AND NICOBAR ISLANDS"
{'$date': '2023-05-09T00:00:00Z'},822113,{'$date': '2023-01-31T19:56:18.2Z'},Take the documents related to the land and contact to the concerned Circle office,{'$date': '2023-05-08T00:00:00Z'},M,JH,"Mera pm kisan samman nidhi me
Address Glt hua hai aur Land seeding NO ho gya hai maine document block me jama Kiya tha sir lekin tb v yes nhi hua aapse anurodh h ki Mera Address glt hua hai aur land seeding ko yes kr dijiye
Mera Name Yogendra Ram
F.N. Ram Praveshi ram
Vill bhitiha po chaparwar thana pipra plamu jharkhand 822113 Shi address hai.
PM kisan
Aadhar no.
X4X8X8X5X4X9
registration no. X-X-X-X-X
JAMIN BIWARAN
Fn.no. 180v
Thana no.52
Page no. 30
Vol no .1
Receipt no.X5X5X6X4X3
Khata no. 30
Rakba 1.59
Khesra sn. 284,285,286,287,554,556,557,558
Name Dineshwar chamar, muneshwar chamar Mera Address aur
Land seeding yes kar dijiye sir Thankyou"
{'$date': '2023-06-03T00:00:00Z'},160055,{'$date': '2023-01-31T19:56:25.73Z'},,,M,PB,"My Electricity Consumer no. is X0X0X0X9X5. I have been asked to pay electricity bill after 10 days. It happened in December , when i received bill for only 19 days for Rs. 4130, Op. Reading-10300/ Cl Reading-10747, Due Date-21st Dec- I paid it on 19-12-22 , then I recieved another bill on 19th Jan of Rs. 8500, Op. Reading- 10747 / C. Reading- 11665 , Due Date- 30th Jan- I paid it on 27-01-23 , then i received another bill today, i,e., 31st Jan of Rs. 3600 , Op. Reading- 10300 / Cl. Reading - 11115, Due Date- 10th Feb. 
My GRIEVANCE IS - Why are they FLEECING a COMMON MAN Who always pays bills on time ? No Grievance Redressal Mechanism. IS IT HOW PUNJAB GOVERMENT PROVIDING FREE ELECTRICITY - BY CHEATING ?????"
{'$date': '2023-02-08T00:00:00Z'},110036,{'$date': '2023-01-31T19:56:43.827Z'},,,M,DH,"श्रीमान मुख्य सचिव महोदय, 

विषय: राज्य के वन क्षेत्रों, पार्को में पर्यावरण अनुकूल ऑक्सीजन छोड़ने वाले वृक्ष ना लगाने से संबंधित शिकायत पत्र। 
महोदय,
(1)	राज्य में पर्यावरण की बहुत तेजी से हानि हो रही है
(2)	पर्यावरण में प्रदूषण बढ़ने के कारण से नागरिकों के ही नहीं प्राणी मात्र के जीवन में खतरा उत्पन्न हो रहा है
(3)	पर्यावरण में ऑक्सीजन की मात्रा कुछ महत्वपूर्ण वृक्षों से मिलती है लेकिन ऐसे वृक्षों की संख्या जंगलों में नग्न हो रही है।
(4)	प्रदूषण के अनेकों कारण हो सकते हैं लेकिन इसका एक मुख्य कारण है वायु को शुद्ध करने में फेफड़ों का काम करने वाले वनों में पर्यावरण या ऑक्सीजन देने वाले वृक्षों की अत्यधिक कमी होना 
(5)	जो पेड़ बच्चे भी हैं उन ऑक्सीजन देने वाले पेड़ों को बहुत तेजी से काटा जा रहा है जो कि पर्यावरण में अत्यधिक कमी का एक कारण है।
(6)	अधिकतर वनों में जंगली घास, विदेशी या देसी कीकर, अनुपयोगी पेड़ आदि होने के कारण से पर्यावरण या ऑक्सीजन में किसी प्रकार की बढ़ोतरी नहीं हो पा रही है 
(7)	इसलिए जरूरी है कि पार्कों में और राज्य के जंगलों के स्थानों पर पीपल का पेड़, नीम का पेड़, बरगद का पेड़ अर्जुन का पेड़, अशोक का पेड़ ,जामुन का पेड़ जो की राज्य के जंगलों में लगाए जा सकते हैं 
(8)	इसके अलावा घरों में और औषधि के लिए भी निम्नलिखित उपयोग में लिए जाते हैं का प्रचार प्रसार किया जाए जैसे, एलोवेरा, तुलसा, गिलोय, एरिका पाम, क्रिसमस, कैक्टस, मनी प्लांट, जरबेरा, ऑर्किड स्नेक प्लांट आदि 
(9)	इसलिए सरकार को इसके प्रचार-प्रसार की करने की व्यवस्था करनी चाहिए 
(10)	जिससे अधिक से अधिक व्यक्ति व्यक्तिगत प्रयासों से जंगल में लगाए जाने वाले पेड़ और घरों में लगाए जाने वाले ऑक्सीजन देने वाले पेड़ों से जागरूक हो सके और लगा सके 
(11)	इसके अलावा सरकार को भी जो भी वृक्ष लगाने का कार्यक्रम हो उनमें ऑक्सीजन आधारित पेड़ों को लगाने की प्राथमिकता देनी चाहिए 
(12)	जिससे पर्यावरण में आवश्यकता के अनुसार ऑक्सीजन उपलब्ध हो सके और प्रदूषण पर भी नियंत्रण पाया जा सके। उम्मीद है इस पर सहानुभूति पूर्वक विचार करके, निर्णय लेकर जल्द कार्यवाही, कार्य आरंभ किया जाएगा। जवाब की प्रतीक्षा।

धन्यवाद सहित 
हरपाल सिंह राणा 
निर्दशक
जन सचिवालय कादीपुर दिल्ली 110036
mg"
{'$date': '2023-05-02T00:00:00Z'},759120,{'$date': '2023-01-31T19:57:19.267Z'}, ATR attached.,{'$date': '2023-05-02T00:00:00Z'},M,OR,"sir iam santosh kumar naik 
pmkisan installment stop 
please verified the docoment and issu pmkisan installments
thank you"
{'$date': '2023-04-26T00:00:00Z'},110036,{'$date': '2023-01-31T19:57:38.817Z'}," Since, Hindi is not spoken in Mizoram, the grievance may be addressed either in Mizo or English. Hence, the grievance cannot be addressed in Mizoram.",{'$date': '2023-04-26T00:00:00Z'},M,DH,"श्रीमान मुख्य सचिव महोदय, 

विषय: राज्य के वन क्षेत्रों, पार्को में पर्यावरण अनुकूल ऑक्सीजन छोड़ने वाले वृक्ष ना लगाने से संबंधित शिकायत पत्र। 
महोदय,
(1)	राज्य में पर्यावरण की बहुत तेजी से हानि हो रही है
(2)	पर्यावरण में प्रदूषण बढ़ने के कारण से नागरिकों के ही नहीं प्राणी मात्र के जीवन में खतरा उत्पन्न हो रहा है
(3)	पर्यावरण में ऑक्सीजन की मात्रा कुछ महत्वपूर्ण वृक्षों से मिलती है लेकिन ऐसे वृक्षों की संख्या जंगलों में नग्न हो रही है।
(4)	प्रदूषण के अनेकों कारण हो सकते हैं लेकिन इसका एक मुख्य कारण है वायु को शुद्ध करने में फेफड़ों का काम करने वाले वनों में पर्यावरण या ऑक्सीजन देने वाले वृक्षों की अत्यधिक कमी होना 
(5)	जो पेड़ बच्चे भी हैं उन ऑक्सीजन देने वाले पेड़ों को बहुत तेजी से काटा जा रहा है जो कि पर्यावरण में अत्यधिक कमी का एक कारण है।
(6)	अधिकतर वनों में जंगली घास, विदेशी या देसी कीकर, अनुपयोगी पेड़ आदि होने के कारण से पर्यावरण या ऑक्सीजन में किसी प्रकार की बढ़ोतरी नहीं हो पा रही है 
(7)	इसलिए जरूरी है कि पार्कों में और राज्य के जंगलों के स्थानों पर पीपल का पेड़, नीम का पेड़, बरगद का पेड़ अर्जुन का पेड़, अशोक का पेड़ ,जामुन का पेड़ जो की राज्य के जंगलों में लगाए जा सकते हैं 
(8)	इसके अलावा घरों में और औषधि के लिए भी निम्नलिखित उपयोग में लिए जाते हैं का प्रचार प्रसार किया जाए जैसे, एलोवेरा, तुलसा, गिलोय, एरिका पाम, क्रिसमस, कैक्टस, मनी प्लांट, जरबेरा, ऑर्किड स्नेक प्लांट आदि 
(9)	इसलिए सरकार को इसके प्रचार-प्रसार की करने की व्यवस्था करनी चाहिए 
(10)	जिससे अधिक से अधिक व्यक्ति व्यक्तिगत प्रयासों से जंगल में लगाए जाने वाले पेड़ और घरों में लगाए जाने वाले ऑक्सीजन देने वाले पेड़ों से जागरूक हो सके और लगा सके 
(11)	इसके अलावा सरकार को भी जो भी वृक्ष लगाने का कार्यक्रम हो उनमें ऑक्सीजन आधारित पेड़ों को लगाने की प्राथमिकता देनी चाहिए 
(12)	जिससे पर्यावरण में आवश्यकता के अनुसार ऑक्सीजन उपलब्ध हो सके और प्रदूषण पर भी नियंत्रण पाया जा सके। उम्मीद है इस पर सहानुभूति पूर्वक विचार करके, निर्णय लेकर जल्द कार्यवाही, कार्य आरंभ किया जाएगा। जवाब की प्रतीक्षा।

धन्यवाद सहित 
हरपाल सिंह राणा 
निर्दशक
जन सचिवालय कादीपुर दिल्ली 110036
mz"
{'$date': '2023-02-03T00:00:00Z'},600011,{'$date': '2023-01-31T19:57:48.49Z'}, We refer to the above complaint and attach the reply which is self explanatory. Kindly treat the complaint as closed.,{'$date': '2023-02-03T00:00:00Z'},M,TN,"Financial Services (Banking Division) >> Deficiency in Customer Service Related >> Delay in Service

Bank : Indian Overseas Bank
Branch / Name of Bank and Branch : Pammal
-----------------------
IOB Bank has sold property in Jul&#39;2022. Still no action initiated on possession, six months has already passed.
Im paying homeloan hefty interest from IOB . Delay in applying in court has not been undertaken yet.
No visibility on receipt of same. No email reply for the same.
Until physical possession request bank to compensate my interest portion."
,,{'$date': '2023-01-31T19:57:55.553Z'},,,M,UP,"Road Transport and Highways >> Road Transport Related >> Road Transport

Ministry/Organisation : Ministry of Road Transport and Highways (MORTH)
Scheme Name : NA
Place : Greater Noida
State : UP
Pincode : 201306
-----------------------
For NMRC(Noida Metro Rail Corporation)

This is w.r.t the need of NMRC shuttle service from Gate Number-01 of Knowledge Park-II NMRC metro station to nearby societies. 

It has been observed that the said gate of the said NMRC metro station cater to many travelers of the nearby societies in that locality. As NO XRXNXPXRXAXIXN facility is available from the said gate number to the nearby societies during anytime of the day, so a transportation vacuum exists for the NMRC travelers which make them suffer the situation. 

A reliable, safe and affordable transportation facility is a necessity here. NMRC must consider to initiate a clean fueled transportation facility(like E-rickshaw) connecting NMRC Knowledge park-II&#39;s gate number -01 to all nearby society&#39;s main gates under a common route in the said area so as to promote the use of NMRC facility and public transport in general. 

NMRC may also come up with more user and technology friendly ideas to strengthen the NMRC transportation facility in the area. E.g. by introducing a mobile application based NMRC E-rickshaw service, Battery powered self driving rental bikes etc so as to bridge the gap between the NMRC traveler and NMRC metro station.

I shall wait for your speedy action.

Feel free to connect via Email in case of any assistance.

sabka saath sabka vikas sabka vishwas sabka prayas 

JAI HIND"
{'$date': '2023-03-15T00:00:00Z'},422102,{'$date': '2023-01-31T19:57:56.397Z'}," With reference to your grievance you may take up the matter with the grievance officer of Google. Further, government has constituted Grievance Appellate Committee for redressal of such issues related to social media platforms. You may report the matter to GAC.",{'$date': '2023-03-14T00:00:00Z'},M,MH,"Electronics & Information Technology >> OTHERS >> Other
-----------------------
The complaint is against google(Google maps)
On google map, my house name was wrongly depicted as Ashphak (closed). My house name is actually Om Sri Sai Lakshmi and the address is Plot 34 Vastu Park Jachak Mala Jaibhavani road .Nashik road 422101. However after raising the complaint with google maps they have not fully corrected and I am not able to reach them. I have attached the document which shows both names after their partial correction Om sri sal lakshmi as well as Ashphak on the same house which is creating lot of mental agony to me. 
Also I have attached the snapshot of the mail from google map where they said they have corrected .
Please request google to correct the maps to only depict my house name on my house as well as the correct address. 
I am not sure which department this falls into , therefore I have included it in electronics and information technology/others/others. Incase that is wrong, i may be excused. 
My google email id is XrXnXyXrX9X5XgXaXlXcXm and CPGRAMS email is XkX_XyXrXyXhXoXcX.Xk"
{'$date': '2023-02-20T00:00:00Z'},122001,{'$date': '2023-01-31T19:58:24.553Z'}, The article no. X-X-X-X-X is delivered on 03.02.2023 from Garacharma S.O. Copy of the reply attached. ,{'$date': '2023-02-20T00:00:00Z'},M,HY,"Posts >> Delay/ Non - Delivery/Abstraction of Postal Articles >> Domestic >> Express Parcel/ Business Parcel

Track/Trace No. : X-X-X-X-X
Post Office of Booking/PINCODE : 562123
-----------------------
Dear Sir,

Please return this to it&#39;s origin because the customer has been cancelled the order."
