OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Mrs. Tripti Parag Shaw (General Manager),,,2023-02-04T00:00:00.000+0000,1.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Ranjit Kaur (Assistant Manager Personnel),,,2023-02-06T00:00:00.000+0000,0.0," Sir,
The reply received from the concerned department is reproduced below:
There is no provision for accepting RESTRICTED Certificates issued by DGMS for Overman, Mining Sirdar & Surveyor. Hence, MCL has issued Employment notice for the posts of Jr. Overman, Mining Sirdar and Dy. Surveyor as per cadre scheme of Coal India.
Thank You
"
Mrs. Tripti Parag Shaw (General Manager),,Reminder of sl 10,2023-02-06T00:00:00.000+0000,0.0," MCL has stated that there is no provision for accepting RESTRICTED Certificates issued by DGMS for Overman, Mining Sirdar & Surveyor. Hence, MCL has issued Employment notice for the posts of Jr. Overman, Mining Sirdar and Dy. Surveyor as per cadre scheme of Coal India."
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-14T00:00:00.000+0000,12.0,अनुमोदित फाइल संलग्न कर प्रेषित है
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Shri M. C Worthing (Director),,,2023-01-30T00:00:00.000+0000,3.0," Forwarded for necessary action, Please"
Lamchonghoi Sweety Changsan (Joint Secretary Inst.),,,2023-01-30T00:00:00.000+0000,0.0, for necessary action please.
Manoj Kumar (Under Secretary),,,2023-02-01T00:00:00.000+0000,2.0, मामला केन्द्रीय विद्यालय संगठन से संबंधित है। आपसे अनुरोध है कि दिशा-निर्देशों के अनुसार आपके स्तर पर उचित कार्रवाई की जाए और की गई कार्रवाई को सीधे आवेदक को प्रस्तुत किया जाए और इसे जल्द से जल्द पीजी पोर्टल पर अपलोड किया जाए।
Dr. P.Devakumar (Joint Commissioner),,,2023-02-03T00:00:00.000+0000,2.0, It is requested for immediate necessary action at your end. Applicant should be informed through a hard copy or e-mail and also need to upload the copy of the same on the portal as per the instruction of PM Office. No hard copy is required to be sent to this office
T Rukmani (Offg Deputy Commissioner),,,2023-02-23T00:00:00.000+0000,20.0, The grievance of the applicant has been disposed of vide letter dated 22.02.2023 a copy of which is uploaded herewith for ready reference. 
Dr. P.Devakumar (Joint Commissioner),,,2023-02-24T00:00:00.000+0000,1.0, Grievance disposed of under the intimation to individual
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-25T00:00:00.000+0000,0.0,Case taken up earlier and since closed
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Shri Sheker Bose (Under Secretary),,,2023-01-27T00:00:00.000+0000,0.0, 
Vijay Kumar (Additional secretary),,,2023-01-27T00:00:00.000+0000,0.0, 
Jitendra Nagar (Deputy Commissioner),,,2023-01-27T00:00:00.000+0000,0.0, 
Rajendra singh (Section Officer),,,2023-01-30T00:00:00.000+0000,3.0, Bhaichand Hirachand Raisoni Multi State Cooperative Credit Society Ltd.. is under liquidation and the details in this regard is available on office website i.e. https://mscs.dac.gov.in. Your complaint is being forwarded to the liquidator for necessary action. 
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"CMO, Secretary",,,2023-01-27T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"MEENAKSHI MAHAVAR, Data Entry Operator",,,2023-03-25T00:00:00.000+0000,57.0,Your grievance disposed (Reject) successfully on 25-Mar-2023 16:00
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-30T00:00:00.000+0000,0.0,
MAMTA SINGH (DEO),,,2023-01-30T00:00:00.000+0000,0.0, 
Shri Rajiv Gandhi ED (EDRRB),,,2023-02-17T00:00:00.000+0000,18.0, Matter pertains to ENGII.
PG Officer (Railway Board),,,2023-02-17T00:00:00.000+0000,0.0, 
Ravindra Kumar (EDEN),,,2023-04-24T00:00:00.000+0000,66.0," Nofication issued in the year 2019 (CEN RRC-01/2019) is under completion stage. Further, changing recruitment criteria for one group of people will lead to similar demands from other interest group and if such representations/demands are considered, then the recruitment process will be severely compromise."
Ravindra Kumar (EDEN),,,2023-05-23T00:00:00.000+0000,29.0," Nofication issued in the year 2019 (CEN RRC-01/2019) is under completion stage. Further, changing recruitment criteria for one group of people will lead to similar demands from other interest group and if such representations/demands are considered, then the recruitment process will be severely compromise"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
MAMTA SINGH (DEO),,,2023-01-28T00:00:00.000+0000,1.0, 
Niraj Kumar (EDChg),,,2023-06-30T00:00:00.000+0000,153.0," You may kindly refer to the home page of the PG portal, which guides the public w.r.t. the nature of grievance redressal. This issue raised being a fresh demand/suggestion does not fall under grievance. Hope you will kindly appreciate. However, introduction of new trains, extension and increasing the frequencies train service are examined and rationalized, depending on operational feasibility and commercial justification, which is an on-going process. In this regard, your valuable suggestion would be taken into consideration."
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Office of CEO MyGov (Office of CEO MyGov),,,2023-01-27T00:00:00.000+0000,0.0, thank you
Office of CEO MyGov (Office of CEO MyGov),,,2023-01-30T00:00:00.000+0000,3.0," Your suggestions are always welcome. Should you have any other suggestions Register on MyGov App. You can Follow MyGov on Twitter/Subscribe to MyGov YouTube Channel also.

Regards,
Office of CEO MyGov
M: 91 11 24301313
"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Complaint details inadequate or not legible
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-28T00:00:00.000+0000,0.0,
Geeta Sharma (SO),,,2023-02-02T00:00:00.000+0000,5.0, 
Ashish Kumar Agrawal (US LPG),,,2023-02-02T00:00:00.000+0000,0.0, For appropriate action
SATISH KUMAR RAJPAL (CHIEF MANAGER),,,2023-02-04T00:00:00.000+0000,2.0, Please examine and reply.
Manish Kumar Sah (Manager LPG S),,,2023-02-06T00:00:00.000+0000,2.0," Please examine and reply
"
JITENDRA VERMA (Sr. Manager LPG-S Bihar State Office),,,2023-02-06T00:00:00.000+0000,0.0, Referred to BIDO. 
JITENDRA VERMA (Sr. Manager LPG-S Bihar State Office),,,2023-02-21T00:00:00.000+0000,15.0, Reply is enclosed. 
Manish Kumar Sah (Manager LPG S),,,2023-02-21T00:00:00.000+0000,0.0, Reply is enclosed. 
SATISH KUMAR RAJPAL (CHIEF MANAGER),,,2023-02-22T00:00:00.000+0000,1.0, Reply is enclosed. 
Ashish Kumar Agrawal (US LPG),,,2023-02-23T00:00:00.000+0000,1.0, Reply is enclosed. 
Shyam Singh Mahar (Director),,,2023-02-23T00:00:00.000+0000,0.0, Reply is enclosed. 
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-18T00:00:00.000+0000,44.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित महोदय आख्या अवलोकनार्थ सादर सेवा में प्रेषित है रिपोर्ट सादर अवलोकनार्थ प्रेषित है श्रीमान् जी जांच आख्या अवलोकनार्थ सेवा में प्रेषित है श्रीमान जी प्रकरण की जांच आख्या अवलोकनार्थ प्रेषित है रिपोर्ट संलग्न सादर सेवा में प्रेषित है आख्या सादर अवलोकनार्थ सेवा में प्रेषित है महोदय, सादर अवगत कराना है कि प्रा0 पत्र की जांच मुझ प्रभारी निरीक्षक द्वारा की गयी तो प्रकरण में तथ्य यह है कि आवेदिका श्रीमती सीमा भाटिया गुलाटी पत्नी विपिन गुप्ता निवासिनी किड्स केयर नर्सरी प्ले ग्रुप तुलसी पार्क थाना को0नगर जनपद बलरामपुर द्वारा पूर्व मे भी पुलिस की कार्यवाही से सन्तुष्ट न होते हुए लगातार IGRS प्रार्थना दिये जा रहे है जिनकी जाँच विभिन्न वरिष्ठ अधिकारियो द्वारा भी की गयी एवं जाँच आख्या प्रेषित की गयी उपरोक्त प्रेषित प्रार्थना पत्र के सन्दर्भ में सम्पर्क करने पर आवेदिका द्वारा पूर्व मे पंजीकृत एवं न्यायालय मे दाखिल अभियोगो में 1738 सीआरपीसी के तहत कार्यवाही करते हुए अग्रेतर विवेचना करने के सम्बन्ध में कहा गया विधिक प्रावधानो की सीमा बताते हुए कि बिना किसी अतिरिक्त सुसंगत ग्राह्य तथ्य के स्वंमेव अग्रेतर विवेचना किया जाना युक्ति युक्त एवं न्यायसंगत नही होगा प्रकरण माननीय न्याया0 मे लम्बित रहने के दौरान अथवा न्यायालय मे सुनवाई के दौरान अतिरिक्त कोई तथ्य कार्यवाही मे सम्मिलित करवाने के लिए भारतीय दण्ड प्रक्रिया संहिता की धारा 319 के अन्तर्गत प्रावधान है और सीमा गुलाटी भाटिया जी के प्रकरण में अभियोग माननीय न्याया0 में लम्बित है अतः सीआरपीसी 319 के प्रवधानो के अन्तर्गत न्याया0 के ही अधिकारिता मे है कि कार्यवाही के किसी स्तर पर कोई नया तथ्य स्वीकार करे पुलिस अधिकारी के परिधि के बाहर का विषय है आवेदिका द्वारा प्रकरण में अग्रतर कार्यवाही की अपेक्षा विधिक सीमा में पुलिस के स्तर से सम्भव नही है आवेदिका प्रार्थना पत्र देने की आदी है मु0अ0सं0 1422022 अन्तर्गत धारा 323,504,506,120बी भादवि बनाम 1.रवि भाटिया पुत्र स्व0 प्रेमचन्द्र 2.विशाल भाटिया पुत्र प्रेम चन्द्र 3.संगीता भाटिया पत्नी रवि भाटिया 4.पूजा भाटिया पत्नी विशाल भाटिया 5.जितेन्द्र भाटिया पुत्र स्व0 मंशीराम भाटिया 6.अज्ञात पंजीकृत हुआ जिसकी विवेचना उ0नि0 श्रवण चन्द्र सिंह द्वारा सम्पादित की जा रही थी ज"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Complaint details inadequate or not legible
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"CMHL_Backend1, Backend",,,2023-01-28T00:00:00.000+0000,1.0,Grievance received by Subordinate Organisation from Web API
"श्री सचिन शर्मा, पुलिस अधीक्षक",,,2023-03-01T00:00:00.000+0000,32.0,Closed
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Sh. Bherav Dutt (DS),,,2023-01-27T00:00:00.000+0000,0.0," Forwarded to NIT Bureau for necessary action please. 
"
Ms. Saumya Gupta JS NIT (JS NIT),,,2023-01-31T00:00:00.000+0000,4.0, May kindly see for information and necessary action.
VEENA DUNGA (DS NIT11),,,2023-02-06T00:00:00.000+0000,6.0, Matter relates to refund of CSAB 2022.
Prof. Rohan Dhiman (Registrar),,,2023-02-13T00:00:00.000+0000,7.0, 
Prof. Rohan Dhiman (Registrar),,,2023-03-30T00:00:00.000+0000,45.0," As intimated by CHAIRMAN, LOC-CSAB-2022, the refund has already been done in the account number which was provided by the candidate at the time of registration. Details of refund are as follows:

Account Name : Ghanshyam A Padmasali
Account Number: 00091140043662
Bank : HDFC Bank
IFSC Code : HDFC0000009
Date of Refund : 31.12.2022
Amount of Refund : 29000/- (after deduction of processing fee)
"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-27T00:00:00.000+0000,0.0, Sent to concern department for necessary action
SHRI Bharat Viashnav (Deputy Secretary Coordination),,,2023-01-27T00:00:00.000+0000,0.0, Please Take Necessary Action as per rules and regulation whichever are in practice and applicable to the grievance. And close it at your level.
Shri Samir Joshi (Deputy Secretary Complaints),,,2023-01-27T00:00:00.000+0000,0.0, Pl look into the matter and take necessary action and inform to applicant and upload the final report on PG Portal. 	
Shri Ashish Bhatia (Director General of Police),,,2023-01-27T00:00:00.000+0000,0.0," Pl look into the matter and take necessary action and inform to applicant and upload the final report on PG Portal.
"
Shri Ajay Kumar Tomar (CP Surat City),,,2023-01-27T00:00:00.000+0000,0.0, -
Shri Ajay Kumar Tomar (CP Surat City),,,2023-02-09T00:00:00.000+0000,13.0," સવિનય જણાવવાનુ કે, પ્રસ્‍તુત અરજીનો અહેવાલ એટેચ કરેલ છે. જે આપશ્રીને વિદીત થવા વિનંતી છે. "
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
ASO-01 (ASO),,,2023-01-27T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR. 
Ms. Shivani Goel (Assistant Director),,,2023-01-31T00:00:00.000+0000,4.0," The matter pertains to NHB. Therefore, the complaint is referred to NHB for effective redressal."
LAKSHAY VEER GODARA (DEPUTY MANAGER),,,2023-01-31T00:00:00.000+0000,0.0, 
LAKSHAY VEER GODARA (DEPUTY MANAGER),,,2023-02-24T00:00:00.000+0000,24.0," Based on the search made with the Application ID as provided by the applicant, subsidy claim of Rs. 235068/- was found to be uploaded under PMAY-CLSS for MIG by the Primary Lending Institution (PLI) against Loan Account Number 655096084 on the Pradhan Mantri Awas Yojana - Credit Linked Subsidy Scheme (PMAY-CLSS) portal maintained by National Housing Bank (NHB) on 26-02-2021 and the claim has been accepted for processing. 
The Ministry of Housing and Urban Affairs (MoHUA) launched Pradhan Mantri Awas Yojana (Urban) (PMAY-U) which includes the Credit Linked Subsidy Scheme (CLSS) vertical. CLSS for Middle Income Group (MIG) was effective from 01.01.2017 and was operational up to 31.03.2021. No funds for CLSS for MIG are being released from the Ministry after the FY 2020-21.
"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-20T00:00:00.000+0000,18.0,आख्या अवलोकित संलग्न् आख्या के क्रम में पुंजित करने का कष्ट करें
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-27T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR. 
Kalyan Mahapatra (Chief Manager),,,2023-01-30T00:00:00.000+0000,3.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
Shri Vivek Bajpai (Dy General Manager),,,2023-02-04T00:00:00.000+0000,5.0," Dear Sir,
With reference to the complaint we submit that customer has been suitably replied copy of which is attached for reference.
In view of the above we request for closure of the complaint .Regards
"
Pawan Kumar Gupta (Chief Manager),,,2023-02-04T00:00:00.000+0000,0.0," The customer has been advised suitably, copy enclosed."
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-30T00:00:00.000+0000,0.0,
"Janaspandana Kosha, Janaspandana Kosha",,,2023-01-30T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-27T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR. 
Nodal Officer (GM),,,2023-01-30T00:00:00.000+0000,3.0," कृपया शिकायत की जांच समयबद्ध रूप से करने की व्‍यवस्‍था करें और शिकायतकर्ता को उपयुक्त उत्तर भेजें और उसके निपटान के तुरंत बाद शिकायतकर्ता को भेजें गए उत्तर को सीपीग्राम्स पोर्टल पर भी अपनी टिप्पणी/ कार्रवाई के साथ अपलोड करें। 
Kindly arrange to examine and redress the grievance and give appropriate reply to the complainant within a time bound manner. After redressal, a copy of reply given to complainant along with your comments/action may be uploaded on the CPGRAMS portal. 
"
Ajeshkumar Charuvilla (Vice President),,,2023-02-02T00:00:00.000+0000,3.0, 
Ajeshkumar Charuvilla (Vice President),,,2023-02-10T00:00:00.000+0000,8.0," Dear Sir/Maam,

Please find the attachment.
"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Seema (OA PG),,,2023-01-27T00:00:00.000+0000,0.0, Please examine the case and upload the portal by 30/01/2023.
Abhijeet Bansode (DPS Headquarters),,,2023-01-30T00:00:00.000+0000,3.0, legal & recruit
DPS HQ (Director Postal Service HQ),,,2023-01-30T00:00:00.000+0000,0.0, Please examine the case and upload proper reply immediately 
Smt Geeta Salian (ADPS ESTT LEGAL),,,2023-02-02T00:00:00.000+0000,0.0," This has reference to your above cited PG Portal Complaint. In this connection, it is to intimate that the issue raised in your complaint in PG portal is not the appropriate forum to decide issues with respect to legal matters.
	
This is for information please.	

"
DPS HQ (Director Postal Service HQ),,,2023-02-02T00:00:00.000+0000,0.0," This has reference to your above cited PG Portal Complaint. In this connection, it is to intimate that the issue raised in your complaint in PG portal is not the appropriate forum to decide issues with respect to legal matters.
	
This is for information please.	

"
Shri D K Parab (AD Rectt),,,2023-02-02T00:00:00.000+0000,0.0," Sir,
As per the judgment order of Hon’ble Supreme Court dated 03.12.2020 and as per the recommendations of departmental committee constituted for verification and segregation of tainted and non-tainted candidates, action was taken for implementation of the judgment of Hon’ble Supreme Court. 
In this regard, it is to intimate that lists of Non tainted candidates, candidates whose candidature is cancelled, Suspicious Tainted Candidates and tainted candidates are published on India Post Website. "
Abhijeet Bansode (DPS Headquarters),,,2023-02-03T00:00:00.000+0000,1.0," Sir,
This has reference to your above cited PG Portal Complaint. In this connection, it is to intimate that the issue raised in your complaint in PG portal is not the appropriate forum to decide issues with respect to legal matters.

This is for information please."
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-30T00:00:00.000+0000,0.0,Sent to unit concerned.
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-27T00:00:00.000+0000,0.0, Sent to concern department for necessary action
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-27T00:00:00.000+0000,0.0, 
Anand Zinzala (Joint SECRETARY),,,2023-01-30T00:00:00.000+0000,3.0, Pl. take necessary action.
LOCHAN SEHRA IAS (Municipal Commisioner),,,2023-02-02T00:00:00.000+0000,3.0, ANSWER SEND TO THE APPLICANT. 
Anand Zinzala (Joint SECRETARY),,,2023-02-03T00:00:00.000+0000,1.0, ANSWER SEND TO THE APPLICANT. 
Anand Zinzala (Joint SECRETARY),,"Repeat of sl 7
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0, ANSWER SEND TO THE APPLICANT. 
Anand Zinzala (Joint SECRETARY),,"Repeat of sl 7
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0, ANSWER SEND TO THE APPLICANT. 
Shri B. K. Bhoi (Deputy Secretary),,,2023-02-16T00:00:00.000+0000,13.0, ANSWER SEND TO THE APPLICANT.
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-30T00:00:00.000+0000,0.0,
U.N. Mishra (Public Grievance Officer),,,2023-01-30T00:00:00.000+0000,0.0," Complain details inadequate or not legible.

"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,GEN. COMMENTS NOT CONTAINING SPECIFIC GRIEVANCE
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-30T00:00:00.000+0000,0.0,
Dinakar Sansare (ASO retired),,,2023-02-08T00:00:00.000+0000,9.0, 
SHRI . G.B. Gurav (Deputy Secretary),,,2023-02-09T00:00:00.000+0000,1.0, 
ANAND M. LIMAYE (ADDITIONAL CHIEF SECRETARY A AND S),,,2023-02-09T00:00:00.000+0000,0.0, 
MANJUNATH SINGE (A.I.G.P Law and Order),,,2023-02-09T00:00:00.000+0000,0.0," Kindly take necessary action and inform applicant.
Kindly submit your report on the portal.
"
Suresh Ramchandra Nirmal (Home DySp),,,2023-02-27T00:00:00.000+0000,18.0, this application is file
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-07T00:00:00.000+0000,33.0,"महोदय संबंधित अधिकारी की जांच एवं कार्यवाही आख्या अवलोकनार्थ प्रेषित प्रस्तुत प्रकरण की जांच की गयी ा जांच पर पाया गया कि, सर्वश्री सिटी इलेक्ट्रातनिक्स द्वारा जी0एस0टी0 व्यपवस्था के अन्तर्गत पंजीयन नहीं लिया गया हैा जी0एस0टी0 व्य्वस्था् के अन्तर्गत पंजीयन की सीमा गुड्स के मामले में 40 लाख एवं सर्विसेज के मामले में 20 लाख निर्धारित है जांच पर पाया गया कि, उक्त फर्म लघु स्तर की है अतएव पंजीयन नहीं लिया गया हैा अपंजीकृत होने के कारण फर्म द्वारा बिल जारी नहीं किया गया हैा अतएव शिकायत निक्षेप योग्य है"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"CMO, Secretary",,,2023-01-27T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-02-06T00:00:00.000+0000,,तत्काल प्रभाव से इसकी कार्यवाही तहसीलदार मोहदय से करवाई जाये क्योकि आबादी श्रेत्र में आने वाले विकास आधिकारी अवम विकास अधिकारी दुवारा प्रकरण पर कार्यवाही नही की जा रही हें क्यों की दोनों अधिकारी दुवारा पूर्व में लाखो रुपयों की रिश्वत ले रखी हें अत इसकी अग्रिम कार्यवाही तहसीलदार से करवाते हुए राहत प्रदान करे इसकी कर्यवाही 3 दिवस में कराए
"POOJA SHARMA, Data Entry Operator",,,2023-02-09T00:00:00.000+0000,13.0,Your grievance disposed (Reject) successfully on 09-Feb-2023 15:00
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,23.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित Report has been attached. महोदय, नियमानुसार शिकायत का निस्तारण कराया गया, निस्तारण आख्या शिकायत निस्तारित किये जाने हेतु संलग्न कर प्रेषित है अत शिकायत निक्षेपित करने की कृपा करें"
,,,2023-01-25T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,
Shri Hara Kumar Hajong (Economic Adviser),,,2023-01-27T00:00:00.000+0000,0.0,This matter pertains to CIL. It is requested to send the comments in the matter to the petitioner within 30 days according to the Guidelines of DARPG under intimation to this Ministry. The same may be uploaded on CPGRAM and PG Portal kindly send the comments in proper manner to the petitioner immediately. The same grievance is to be closed by the subordinate office.
Mrs. Tripti Parag Shaw (General Manager),,,2023-01-29T00:00:00.000+0000,2.0, Comments in the matter may be sent as per the guidelines of DAR PG for onward transmission to the petitioner. Thank you.
Shri AK Singh (CHIEF MANAGER PER-EE NODAL OFFICER GRC WCL),,,2023-01-29T00:00:00.000+0000,0.0, आपसे अनुरोध है कि आप इस मामले की जांच करे और DARPG के दिशानिर्देशो के अनुसार अपना उत्तर 7 दिनो अंदर प्रस्तुत करे एवं GRC WCL HQ के द्वारा अंतिम उत्तर प्रस्तुत करने के उपरान्त इस कार्यालय को एव्म शिकायतकर्ता को भी इस उत्तर की एक प्रतिलिपि भेजे । नोट: हिन्दी शिकायत का जवाब हिन्दी में ही देना अनिवारिय है इस का ध्यान जरूर रखहें।
Mrs. Priyesha Chourasia (MANAGER PERSONNEL HR),,,2023-01-30T00:00:00.000+0000,1.0, 
