OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Shri Indranil Chakraborty (Deputy Director General),,,2023-02-06T00:00:00.000+0000,0.0," Response of Airline is as under:
Dear Sir,

Greetings from IndiGo.

With reference to your concern, we would like to mention that our team has already assisted you in the best possible manner,

We thank you for taking the time to communicate with us."
Shri Ambuj Sharma (Deputy Secretary and PGO),,,2023-02-06T00:00:00.000+0000,0.0," Response of Airline is as under:
Dear Sir,

Greetings from IndiGo.

With reference to your concern, we would like to mention that our team has already assisted you in the best possible manner,

We thank you for taking the time to communicate with us."
,,,2023-01-27T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-03T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-24T00:00:00.000+0000,21.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जी आख्या सादर अवलोकनार्थ प्रेषित है
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-03T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-27T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-30T00:00:00.000+0000,55.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित महोदय आख्या संलग्न कर प्रेषित की जा रही है कृपया प्रकरण को लम्बित प्रकरणों की सूची से विलोपित कराने की कृपा करें
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Manish Kumar (ADRM),,,2023-01-30T00:00:00.000+0000,3.0," There is no vacant post is available in RNC Division. However, candidate has already been communicated that 01 vacancy lying vacant at HQ under PCEE office/GRC, as such the candidate is at liberty to apply for the said post."
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-21T00:00:00.000+0000,,"Kindly take action against KFJ basis on my above complaint raised on 27-Jan-2023 and help me to get my hard-earned money from them ASAP.

Thanks in Advance.
Ajithkumar
Mobile-9280307323"
,,,2023-03-14T00:00:00.000+0000,0.0,
R. Rampradeepan (Special Officer),,,2023-03-15T00:00:00.000+0000,1.0, 
,,,2023-05-20T00:00:00.000+0000,,"This is Gentle Reminder! I raised this complaint on 27th-Jan-2023.

Kindly take action against KFJ basis on my above complaint raised on 27-Jan-2023 and help me to get my hard-earned money or 59.870 grams of gold from them ASAP.

Thanks in Advance.
Ajithkumar
Mobile-9280307323"
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-01T00:00:00.000+0000,5.0, Please examine and reply.
Lt Col Sandip Sinh (OIC Complaint Cell),,,2023-02-01T00:00:00.000+0000,0.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-06T00:00:00.000+0000,5.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Dalip Singh Bhadauria (Director),,,2023-02-07T00:00:00.000+0000,1.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-01T00:00:00.000+0000,5.0, Please examine and reply.
Lt Col Sandip Sinh (OIC Complaint Cell),,,2023-02-01T00:00:00.000+0000,0.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-06T00:00:00.000+0000,5.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Dalip Singh Bhadauria (Director),,,2023-02-07T00:00:00.000+0000,1.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-01T00:00:00.000+0000,5.0, Please examine and reply.
Lt Col Sandip Sinh (OIC Complaint Cell),,,2023-02-01T00:00:00.000+0000,0.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-06T00:00:00.000+0000,5.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Dalip Singh Bhadauria (Director),,,2023-02-07T00:00:00.000+0000,1.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-01T00:00:00.000+0000,5.0, Please examine and reply.
,,,2023-02-01T00:00:00.000+0000,,Medical Document not attached AFMSF-15 inseal first board copy P3 T-24 for 21 May 2005 if there is no copy of the board we will not release medical board your medical board section has refuse Army Hospital R&amp;R for this reason I repeatedly request that my first board AFMSF-15 be sent Urgently bases AH R&amp;R Delhi as soon as possible
Lt Col Sandip Sinh (OIC Complaint Cell),,,2023-02-01T00:00:00.000+0000,0.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Col Sudeep Dasgupta (Col AFMS Coord),,,2023-02-06T00:00:00.000+0000,5.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
Dalip Singh Bhadauria (Director),,,2023-02-07T00:00:00.000+0000,1.0, The petitioner being serving person requested to submit the grievance through proper service channel.Hence rejected.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-03-14T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Principal Secretary),,,2023-03-14T00:00:00.000+0000,0.0, Sent to concern department for necessary action
Shri B. K. Bhoi (Deputy Secretary),,,2023-03-15T00:00:00.000+0000,1.0, 
Anand Zinzala (Joint SECRETARY),,,2023-03-15T00:00:00.000+0000,0.0, Pl. take necessary action.
LOCHAN SEHRA IAS (Municipal Commisioner),,,2023-03-27T00:00:00.000+0000,12.0," NOT PERTAINNING TO AHMEDABAD MUNICIPAL CORPORATION

 PERTAINNING TO GANDHINAGAR MUNICIPAL CORPORATION"
Anand Zinzala (Joint SECRETARY),,,2023-03-28T00:00:00.000+0000,1.0," NOT PERTAINNING TO AHMEDABAD MUNICIPAL CORPORATION

 PERTAINNING TO GANDHINAGAR MUNICIPAL CORPORATION"
Shri B. K. Bhoi (Deputy Secretary),,,2023-03-28T00:00:00.000+0000,0.0," NOT PERTAINNING TO AHMEDABAD MUNICIPAL CORPORATION

PERTAINNING TO GANDHINAGAR MUNICIPAL CORPORATION"
Anand Zinzala (Joint SECRETARY),,,2023-03-28T00:00:00.000+0000,0.0, Pl. take necessary action.
Dr. DHAVAL PATEL (Municipal Commissioner),,,2023-03-28T00:00:00.000+0000,0.0, 
Dr. DHAVAL PATEL (Municipal Commissioner),,,2023-03-31T00:00:00.000+0000,3.0, આ સાથે જવાબ સામેલ છે.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Shri D. K. Rai (JS MIS),,,2023-03-13T00:00:00.000+0000,45.0,Duplicate copy. Several earlier petition of the applicant has already been replied by the concerned department. Hence disposed.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mahesh Kumar Rai (Addl. Divisional Rly. Manager),,,2023-01-29T00:00:00.000+0000,2.0, Pls. examine and reply accordingly.
Saurav Mishra (Sr.DEN C),,,2023-01-30T00:00:00.000+0000,1.0, उपरोक्त विषय में आपको सूचित किया जाता है कि फतुहा-इस्लामपुर रोड रेलवे क्रासिंग का सर्वे कर लिए गया है और जल्द से जल्द मरम्मत करवा दिया जायेग।
Mahesh Kumar Rai (Addl. Divisional Rly. Manager),,,2023-01-30T00:00:00.000+0000,0.0, उपरोक्त विषय में आपको सूचित किया जाता है कि फतुहा-इस्लामपुर रोड रेलवे क्रासिंग का सर्वे कर लिए गया है और जल्द से जल्द मरम्मत किया जायेग।
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,"Repeat of sl 3
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,"Repeat of sl 3
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Sh. Y. K. Singh (DGIT),,,2023-01-27T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
I.T.O. Systems (I.T.O. Systems),,,2023-02-06T00:00:00.000+0000,10.0,"The details of CPGRAMS grievance examined and found that the matter is Aadhaar Delinking. As per the revised SOP circulated vide F. No. DGIT(S)/ADG(S)-1/Aadhaar Delinking/2022-23, Dated 11/01/2023, the grievance matter related to Aadhaar De-linking and One PAN allotted to more than One Person is now delegated to the designated Nodal Officer of respective RCC. In this case, the RCC is Kanpur. Hence, the grievance may be forwarded to the RCC Kanpur for taking necessary action. The grievance may be treated as closed at this end. "
Sh. Y. K. Singh (DGIT),,,2023-02-07T00:00:00.000+0000,1.0,"The details of CPGRAMS grievance examined and found that the matter is Aadhaar Delinking. As per the revised SOP circulated vide F. No. DGIT(S)/ADG(S)-1/Aadhaar Delinking/2022-23, Dated 11/01/2023, the grievance matter related to Aadhaar De-linking and One PAN allotted to more than One Person is now delegated to the designated Nodal Officer of respective RCC. In this case, the RCC is Kanpur. Hence, the grievance may be forwarded to the RCC Kanpur for taking necessary action. The grievance may be treated as closed at this end. "
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-10T00:00:00.000+0000,3.0, कृपया इस मामले को देखें और जल्द से जल्द स्टेटस रिपोर्ट अपलोड करें। Kindly look into the matter and upload the status report at the earliest.
Sh.SHISHIR JHA (Pr. CCIT. Kanpur),,,2023-02-10T00:00:00.000+0000,0.0," कृपया इस मामले को देखें और जल्द से जल्द स्टेटस रिपोर्ट अपलोड करें। Kindly look into the matter and upload the status report at the earliest.
"
,,,2023-02-10T00:00:00.000+0000,,Dear sir abhi tak mera samasya ka samadhan nhi hua
S. Naiyer Ali Najmi (Pr CIT 1 Agra),,,2023-02-18T00:00:00.000+0000,8.0, Kindly look into the matter and upload final status report at the earliest.
Sita Srivastava (Addl. CIT),,,2023-02-21T00:00:00.000+0000,3.0, Kindly look into the matter and upload final status report at the earliest.
RAJEEV KUMAR SHARMA (INCOME TAX OFFICER),,,2023-02-28T00:00:00.000+0000,7.0," The transfer request has been approved from this office and PCIT-1 , Agra has been requested to pass necessary order u/s 127 of the I.T. Act, 1961 to transfer the PAN from this office to ITO-1, Bahraich-New. Hence, the grievance is fully settled. "
Sita Srivastava (Addl. CIT),,,2023-02-28T00:00:00.000+0000,0.0," The transfer request has been approved from this office and PCIT-1 , Agra has been requested to pass necessary order u/s 127 of the I.T. Act, 1961 to transfer the PAN from this office to ITO-1, Bahraich-New. Hence, the grievance is fully settled."
S. Naiyer Ali Najmi (Pr CIT 1 Agra),,,2023-02-28T00:00:00.000+0000,0.0, kindly look into the matter as transfer request of PAN is pending at the level of Range and upload final status report at the earliest.
Sita Srivastava (Addl. CIT),,,2023-03-01T00:00:00.000+0000,1.0, PAN from the range has been transferred
S. Naiyer Ali Najmi (Pr CIT 1 Agra),,,2023-03-01T00:00:00.000+0000,0.0," Respected Sir,
PAN of the assessee has been transferred to Bahraich, Therefore, CPGRAM may be treated as disposed off."
Sh.SHISHIR JHA (Pr. CCIT. Kanpur),,,2023-03-02T00:00:00.000+0000,1.0," Respected Sir,
PAN of the assessee has been transferred to Bahraich, Therefore, CPGRAM may be treated as disposed off."
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-03-04T00:00:00.000+0000,2.0, Kindly look into the matter and upload the final status at the earliest.
Sh.SHISHIR JHA (Pr. CCIT. Kanpur),,,2023-03-06T00:00:00.000+0000,2.0," Respected Sir, PAN of the assessee has been transferred to Bahraich, Therefore, CPGRAM may be treated as disposed off.	"
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-03-09T00:00:00.000+0000,3.0," PAN of the assessee has been transferred to Bahraich, Therefore, CPGRAM may be treated as disposed off."
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Abhay Kumar Shrivastava (Under Secretary),,,2023-02-22T00:00:00.000+0000,26.0, Application sent to the State Govt. of Tamilnadu for giving reply direcly to the petitioner dated 22.02.2023
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
R. Rampradeepan (Special Officer),,,2023-01-27T00:00:00.000+0000,0.0, 
Govindan (Special Deputy Collector),,,2023-01-31T00:00:00.000+0000,4.0, Accepted
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,"Repeat of sl 3
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-27T00:00:00.000+0000,0.0,Dear sir we have already responded to customer on his concern via DOTEL/E/2023/0003034
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
Manish Sharma (Addl. Divisional Rly. Manager),,,2023-01-27T00:00:00.000+0000,0.0, 
Manish Sharma (Addl. Divisional Rly. Manager),,,2023-01-27T00:00:00.000+0000,0.0, आपके परिवाद की समीक्षा की गयी है। परिवाद के संबंध में प्राप्त जबाव पत्र के माध्यम से संलग्न की जा रही है।
Shri Rohit Sharma (CGMT),,,2023-01-27T00:00:00.000+0000,0.0, 
SMT BHATIA (AGM),,,2023-02-13T00:00:00.000+0000,17.0," reply received from the concerned section , For telephone number 02025456691 , there is technical issue we have tried all possibilities to restore the same telephone number on copper cable , but said connection is TNF on copper cable. Customer is advised to shift to FTTH service."
SMT BHATIA (AGM),,"Repeat of sl 5
 of (13-2-2023)",2023-02-13T00:00:00.000+0000,0.0," reply received from the concerned section , For telephone number 02025456691 , there is technical issue we have tried all possibilities to restore the same telephone number on copper cable , but said connection is TNF on copper cable. Customer is advised to shift to FTTH service."
Shri Rohit Sharma (CGMT),,,2023-02-13T00:00:00.000+0000,0.0," For telephone number 02025456691 , there is major technical issue , which is beyond restore the same telephone number on copper cable , but said connection is TNF on copper cable. Customer is advised to shift to FTTH service."
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Auto Forwarded
